vendor_id,pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration,dist_meters,wait_sec,dist_long_lat,driver_avg_speed,slope,trip_duration_hours,dist_kilometers
Guadalajara Easy Taxi,2016-09-17 11:54:38,2016-09-18 12:14:54,0.326034549218339,0.392416980738793,-103.316183,20.640228,1216,11194,11086,6109.26568384593,33.14013157894737,-0.19536258001857001,0.3377777777777778,11.194
Monterrey,2016-09-18 12:18:51,2016-09-18 12:19:58,0.164436612758078,0.608121079999449,-100.315364977441,25.6695677201342,68,4438,741,530.5520681221627,234.95294117647057,-0.24941775604162092,0.01888888888888889,4.438
Cali,2016-09-18 12:12:02,2016-09-18 12:22:50,0.414365891105812,0.724876180484862,-76.5395927266509,3.43528294481132,649,3453,129,11311.72342833897,19.153775038520802,-0.035221147982646424,0.1802777777777778,3.453
Monterrey,2016-09-17 11:55:22,2016-09-18 12:29:11,0.204043333634908,0.603009951519995,-100.40824662,25.66981316,2030,27555,77,605.6310794194801,48.86600985221675,-0.2491425572366112,0.5638888888888889,27.555
Monterrey,2016-09-18 12:24:01,2016-09-18 12:31:55,0.14347891717957,0.64183284647303,-100.15827402,25.75358866,474,3474,69,1185.7938274562666,26.38481012658228,-0.2503620831956429,0.13166666666666665,3.474
Monterrey,2016-09-18 12:20:19,2016-09-18 12:31:23,0.178701859469896,0.601429003951664,-100.285539966444,25.6326984304278,665,7444,0,741.1120916452899,40.298345864661655,-0.24915600786447714,0.18472222222222223,7.444
Manta,2016-09-18 12:19:48,2016-09-18 12:33:30,0.772973352526325,0.0401816393649498,-80.7315204061779,-0.945600007802471,823,8262,216,6351.910855002289,36.13997569866343,0.012094813447781764,0.2286111111111111,8.262
Monterrey,2016-09-18 12:32:49,2016-09-18 12:43:01,0.166987828164978,0.568956600641553,-100.28920735138,25.6465138259757,613,1977,24,538.8333102320848,11.610440456769984,-0.24963674147237136,0.17027777777777778,1.977
Monterrey,2016-09-18 12:43:13,2016-09-18 12:59:58,0.178755758386944,0.603530945504484,-100.303478249845,25.7934239622937,1005,15775,57,442.031669508307,56.507462686567166,-0.250690017647553,0.2791666666666667,15.775
Ecuador,2016-09-18 01:04:01,2016-09-18 01:04:18,0.764951397039137,0.380864909236562,-79.91435524,-2.08627500000001,18,120,2,13874.92351029335,24.0,0.030579587406914202,0.005,0.12
Monterrey,2016-09-18 01:10:33,2016-09-18 01:21:53,0.170473291467362,0.64395273708743,-100.315138766598,25.7938413994913,680,8464,22,254.31397493907784,44.809411764705885,-0.25028347986646154,0.18888888888888888,8.464
Guadalajara,2016-09-18 12:37:04,2016-09-18 01:23:14,0.338242653929523,0.404121746089668,-103.39036986,20.6817695,2770,28238,395,5772.22842803713,36.69920577617329,-0.19548750592983477,0.7694444444444445,28.238
Ecuador,2016-09-18 01:04:30,2016-09-18 01:26:18,0.764816649746519,0.381332022851218,-79.9014397,-2.20383648000001,1309,14106,238,14029.99378856131,38.794194041252865,0.03204770643678633,0.3636111111111111,14.106
Monterrey,2016-09-18 01:13:10,2016-09-18 01:37:10,0.143487900332411,0.641985550487361,-100.18216834,25.74485734,1441,13596,317,1075.7503330001157,33.966412213740455,-0.25021388077819423,0.4002777777777778,13.596
Bogota,2016-09-18 01:54:11,2016-09-18 02:17:49,0.389653237639684,0.750601797324311,-74.1192589625,4.57232186250001,1419,11935,293,15317.11976049674,30.27906976744186,-0.051292119993781554,0.39416666666666667,11.935
Medellin,2016-09-18 02:25:15,2016-09-18 02:42:07,0.400711498787195,0.789576176136133,-75.6138711,6.28311729999998,1012,5880,345,6110.241523852664,20.91699604743083,-0.07226956902281928,0.2811111111111111,5.88
Monterrey,2016-09-18 02:36:05,2016-09-18 03:20:06,0.141933814890884,0.669526092963217,-100.33123694,25.7963286,2641,33001,439,291.9318896587194,44.984324119651646,-0.25008469741972034,0.7336111111111111,33.001
Bogota,2016-09-18 03:31:05,2016-09-18 03:44:06,0.383706390458812,0.748257394995333,-74.1161250808708,4.57257787972134,782,7101,139,15294.673483642484,32.69002557544757,-0.05133327699134128,0.21722222222222223,7.101
Monterrey,2016-09-18 12:12:10,2016-09-18 04:01:09,0.209729669383385,0.615001783096687,-100.427711054843,25.6746289486214,13740,4063,127,734.5204147649249,1.0645414847161572,-0.24900898696534646,3.816666666666667,4.063
Quito,2016-09-18 04:03:20,2016-09-18 04:26:30,0.436886655278688,0.792405599631,-78.4907860717584,-0.104836397868568,1390,16680,456,15141.809916009233,43.2,0.011367901351945136,0.3861111111111111,16.68
Mexico DF Taxi de Sitio,2016-09-16 07:14:12,2016-09-18 04:41:40,0.029958814725386,0.321137049492431,-99.2027286999851,19.4303531971542,120449,12373,242,7480.204905293549,0.3698063080639939,-0.19256977339073855,33.45805555555555,12.373
Ecuador,2016-09-18 06:17:54,2016-09-18 06:23:41,0.73130050649602,0.152219345827778,-78.7054978,-1.6520902,348,2727,130,10655.76564348506,28.210344827586205,0.022713774778108455,0.09666666666666666,2.727
Quito,2016-09-16 06:29:36,2016-09-18 06:41:33,0.478846962199911,0.104321296304958,-78.4702767576271,-0.131082699999993,130317,1987,290,17425.627439782464,0.05489076636202491,0.002981717658328264,36.19916666666666,1.987
Monterrey,2016-09-18 06:47:04,2016-09-18 06:57:25,0.155642106126548,0.588646666841358,-100.289616471959,25.6798238152799,621,8303,98,531.1329044154002,48.13333333333334,-0.24979951770379294,0.1725,8.303
Quito,2016-09-18 05:57:47,2016-09-18 06:30:00,0.7131096219926,0.679550596775297,-78.4302197,-0.20193430000002,1933,25146,302,15448.964695292114,46.8316606311433,0.011137829357532058,0.5369444444444444,25.146
Monterrey,2016-09-18 07:03:14,2016-09-18 07:18:00,0.167814278226368,0.611363814542212,-100.238507440923,25.6681995584434,886,11657,507,823.7999108125869,47.3647855530474,-0.2495543638575735,0.2461111111111111,11.657
Monterrey,2016-09-18 07:25:58,2016-09-18 07:35:48,0.157465686153311,0.602650645294733,-100.253931285737,25.6798415600858,591,5784,586,730.7103865817173,35.23248730964467,-0.24974446796922173,0.16416666666666666,5.784
Monterrey,2016-09-18 07:11:13,2016-09-18 07:42:04,0.140451594672087,0.633110744943926,-100.29951234,25.75304066,1852,20824,357,476.7178926898302,40.47861771058316,-0.25009895395217896,0.5144444444444445,20.824
Quito,2016-09-18 07:58:42,2016-09-18 08:14:29,0.67470664359649,0.380694233101807,-78.5045576893491,-0.222462426627215,948,4625,314,16012.554862277224,17.563291139240505,0.007617608786977014,0.2633333333333333,4.625
Quito,2016-08-27 04:19:02,2016-08-27 04:44:12,0.654602347537895,0.229743518261933,-78.518763576,-0.22879432800002,1510,5820,630,16092.936825315299,13.875496688741721,0.005791566910326744,0.41944444444444445,5.82
Monterrey,2016-09-18 08:54:38,2016-09-18 09:00:08,0.129016041105246,0.580723938578542,-100.09647866,25.64741934,330,2441,113,1712.1366785620135,26.629090909090905,-0.2501029850356531,0.09166666666666666,2.441
Monterrey,2016-09-18 09:44:29,2016-09-18 09:49:13,0.128441119323409,0.581191038513532,-100.09285166,25.64078866,285,2793,3641,1748.6770093259656,35.28,-0.2500426498854393,0.07916666666666666,2.793
Monterrey,2016-09-18 09:58:55,2016-09-18 10:09:15,0.128773495978533,0.580840713565906,-100.08514932,25.61906732,621,7401,14,1837.9158748626996,42.904347826086955,-0.24984778464776247,0.1725,7.401
Mexico DF Taxi Libre,2016-09-18 06:16:33,2016-09-18 10:11:43,0.120014921958368,0.261983756548746,-99.2899491307845,19.3265383409086,14110,1700,461,6732.659887749073,0.43373493975903615,-0.1917770996702602,3.9194444444444443,1.7
Monterrey,2016-09-18 10:11:16,2016-09-18 10:17:46,0.122341558544238,0.563028009046736,-100.09469598,25.62144634,391,2311,3737,1791.4930874476024,21.27774936061381,-0.250041499393909,0.10861111111111112,2.311
Mexico DF Taxi Libre,2016-09-18 10:11:50,2016-09-18 10:23:11,0.11972746106745,0.264759521450653,-99.2718736003419,19.3285303084122,681,2848,129,6828.855088016817,15.055506607929514,-0.19180464529576244,0.18916666666666668,2.848
Quito,2016-09-18 10:08:57,2016-09-18 10:31:18,0.528092606075343,0.119080588334049,-78.518420178,-0.191547490000018,1341,7593,510,16799.383470751083,20.383892617449664,0.003929687311856291,0.3725,7.593
Mexico DF Taxi Libre,2016-09-18 10:23:38,2016-09-18 10:30:53,0.11874829740776,0.265927318796853,-99.2798998325071,19.3262558086244,436,1409,106,6786.852751500764,11.633944954128442,-0.19175641569003574,0.12111111111111111,1.409
Mexico DF Taxi Libre,2016-09-18 10:44:18,2016-09-18 10:51:40,0.119314236036755,0.265082911496022,-99.2917049335146,19.3227535991281,442,1567,85,6720.043473332938,12.762895927601809,-0.19170581739161224,0.12277777777777778,1.567
Mexico DF Taxi Libre,2016-09-18 10:58:07,2016-09-18 10:59:46,0.119736444220291,0.262576638424323,-99.28928032,19.32597834,100,797,19,6736.685343675368,28.692000000000004,-0.19176732978649733,0.027777777777777776,0.797
Mexico DF Taxi Libre,2016-09-18 11:00:00,2016-09-18 11:05:45,0.119511865399261,0.264741555336771,-99.2825491942282,19.3281171303978,345,676,169,6769.942408480292,7.0539130434782615,-0.191780485956178,0.09583333333333334,0.676
Mexico DF Taxi Libre,2016-09-18 11:08:03,2016-09-18 11:17:06,0.119556781163467,0.267391556851715,-99.289828,19.31916966,544,3771,37,6724.775777598056,24.95514705882353,-0.19164969328688874,0.1511111111111111,3.771
Guadalajara Easy Taxi,2016-09-18 11:05:05,2016-09-18 11:35:36,0.324938604571713,0.384934186602909,-103.41357578,20.75434576,1831,35324,27,5434.551524703773,69.45188421627526,-0.19635341506708995,0.5086111111111111,35.324
Monterrey,2016-09-18 11:40:50,2016-09-18 11:49:28,0.128000944834191,0.580472423212937,-100.09332066,25.62992168,519,4820,3664,1772.3031802841838,33.433526011560694,-0.2499413184307759,0.14416666666666667,4.82
Quito,2016-09-18 11:06:58,2016-09-18 11:53:59,0.685477443853083,0.543912751777789,-78.3610775258975,-0.124626881243603,2821,46418,302,15991.837039297654,59.236015597305915,0.00845754294133663,0.7836111111111111,46.418
Default Fare,2016-09-18 12:03:19,2016-09-18 12:03:52,0.437892768396902,0.539475272603932,-78.4421443968092,-0.244787196246529,33,37,14,17284.263135505247,4.036363636363636,0.009942470833373266,0.009166666666666667,0.037
Panama UberX,2016-09-15 06:26:18,2016-09-18 12:04:42,0.749365626859664,0.0088663718188712,-79.5112896545455,8.99115598181818,236304,12906,224,10853.838569820668,0.19661791590493602,-0.11191398299087062,65.64,12.906
Quito,2016-09-18 11:54:04,2016-09-18 12:12:23,0.423888033117479,0.0738235296227065,-78.3927347150783,-0.0894069686617181,1100,8150,390,18260.407857521568,26.672727272727272,0.0020710161459964503,0.3055555555555556,8.15
Panama UberSUV,2016-09-18 12:13:27,2016-09-18 12:19:42,0.749742919278994,0.0046981889306745,-79.5110593562768,8.98037252072322,375,2499,106,10861.267001239055,23.990399999999998,-0.11183135574669147,0.10416666666666667,2.499
Monterrey,2016-09-18 12:14:30,2016-09-18 12:20:21,0.12912383893934,0.580741903961367,-100.10171,25.663747,352,2429,3711,1653.3502362318304,24.84204545454546,-0.2502523837758793,0.09777777777777778,2.429
Quito,2016-09-18 12:21:16,2016-09-18 12:23:05,0.603039050229435,0.360599340772407,-78.4997571886792,-0.207292753066043,109,827,29,16448.91793587805,27.31376146788991,0.00717916585556957,0.03027777777777778,0.827
Quito,2016-09-18 12:23:20,2016-09-18 12:31:34,0.616289200670198,0.378053244060767,-78.5067655146226,-0.226036622877372,495,2549,129,16351.520848602091,18.53818181818182,0.0076348147718996165,0.1375,2.549
Panama UberX,2016-09-18 12:04:53,2016-09-18 12:42:11,0.748808671383509,0.0104833393071847,-79.514895,9.06504569999999,2239,5920,56,10899.632308922342,9.518535060294774,-0.11281017379616681,0.6219444444444444,5.92
Quito,2016-09-17 04:15:09,2016-09-18 12:28:12,0.658662732622115,0.533995789809664,-78.5096279676312,-0.238126488445828,72784,251,2418,15885.59230733019,0.012414816443174324,0.009752923442276887,20.217777777777776,0.251
Monterrey,2016-09-18 01:09:26,2016-09-18 01:12:45,0.121946299819225,0.577409324471371,-100.08123232,25.65714566,200,1580,3626,1809.089542986594,28.44,-0.25028882996500174,0.05555555555555555,1.58
Puebla Easy Taxi,2016-09-18 01:02:04,2016-09-18 01:16:43,0.0003323766551242,0.227327069370418,-98.1775661,19.0071621,879,8174,237,14460.57168378777,33.47713310580205,-0.19128373413997118,0.24416666666666667,8.174
Mexico DF Radio Taxi,2016-09-18 01:06:08,2016-09-18 01:26:34,0.0817017750906705,0.294313742227065,-99.176534111828,19.3414101494624,1226,5662,572,7493.9228431887095,16.625774877650898,-0.19189436762643058,0.34055555555555556,5.662
Monterrey,2016-09-18 01:22:31,2016-09-18 01:33:27,0.12394055974997,0.574507912704312,-100.08422198,25.65873568,657,3583,7428,1778.180793313567,19.63287671232877,-0.2503212026998841,0.1825,3.583
Quito,2016-09-18 01:01:53,2016-09-18 01:35:58,0.46869599948936,0.125584376163247,-78.4865753319747,-0.166789954991163,2045,3745,853,17389.38789072379,6.592665036674816,0.00370303750748935,0.5680555555555555,3.745
Monterrey,2016-09-18 01:28:40,2016-09-18 01:37:03,0.158489765577207,0.655576189371776,-100.258441688,25.774884392,504,2029,125,585.2123488743897,14.492857142857142,-0.2501501274637225,0.14,2.029
Quito,2016-09-18 01:14:07,2016-09-18 01:38:05,0.544145500202559,0.117921764096053,-78.482142274,-0.0966767159999997,1439,8883,612,16936.362042921763,22.222932592077832,0.0027155328453389214,0.3997222222222222,8.883
Monterrey,2016-09-18 01:36:00,2016-09-18 01:47:47,0.121766636762401,0.583625347164195,-100.09851934,25.64741498,707,4667,3819,1742.5814125678794,23.764073550212164,-0.2500869897602091,0.1963888888888889,4.667
Monterrey,2016-09-18 01:37:51,2016-09-18 01:50:46,0.16046605920227,0.657085260033472,-100.24345322,25.777874162,776,2058,108,648.3353041125799,9.547422680412371,-0.25019729391350626,0.21555555555555556,2.058
Quito,2016-09-18 01:36:07,2016-09-18 02:14:11,0.583815103149277,0.168074548607014,-78.4853502114285,-0.195777357142864,2284,3513,65,16700.227065092236,5.537127845884413,0.004601691497593128,0.6344444444444445,3.513
Quito,2016-09-18 02:34:21,2016-09-18 02:38:29,0.703093406574667,0.55617419034564,-78.553640164978,-0.254977191498533,249,1063,50,15441.245935619118,15.36867469879518,0.010234479081980694,0.06916666666666667,1.063
Cuenca,2016-09-18 02:40:47,2016-09-18 02:54:26,0.736196324794471,0.690626032431202,-78.9746559,-2.89464816000001,819,4817,329,9146.433043420537,21.173626373626373,0.0449784953035039,0.2275,4.817
Monterrey,2016-09-18 02:32:45,2016-09-18 02:56:14,0.161418273403437,0.65977104538048,-100.257451884,25.775750924,1409,3528,261,577.9345393194394,9.014052519517387,-0.2501121536146643,0.3913888888888889,3.528
Monterrey,2016-09-18 02:56:18,2016-09-18 03:05:58,0.16031334560397,0.657354736889399,-100.265229712,25.760636948,580,2629,245,569.5278823753592,16.317931034482758,-0.2499690959770204,0.16111111111111112,2.629
Monterrey,2016-09-18 07:36:30,2016-09-18 03:16:18,0.160591823342047,0.610878751881726,-100.257377966079,25.6801046470941,27589,14406,262,725.7410446835094,1.879792670992062,-0.24964880237853004,7.663611111111111,14.406
Monterrey,2016-09-18 03:13:53,2016-09-18 03:22:21,0.124632262518742,0.593164952419077,-100.08312432,25.65182866,509,5729,3652,1809.0880223663532,40.519449901768176,-0.25006710620196054,0.1413888888888889,5.729
Monterrey,2016-09-18 02:26:52,2016-09-18 03:27:18,0.157357888319217,0.658872789572651,-100.270622253024,25.674699392574,3626,14461,456,920.6186821094736,14.3573083287369,-0.24909220087662676,1.0072222222222222,14.461
Monterrey,2016-09-18 03:24:30,2016-09-18 03:36:11,0.122709867810727,0.572486804565196,-100.072554,25.59782934,701,8905,3663,1976.2921462074103,45.73181169757489,-0.24976572314287387,0.1947222222222222,8.905
Guadalajara Easy Taxi,2016-09-18 02:45:31,2016-09-18 03:37:26,0.323779777855199,0.386263663115151,-103.40145068,20.65374466,3116,25150,152309,6063.942583207713,29.056482670089864,-0.19539586373943774,0.8655555555555555,25.15
Monterrey,2016-09-18 03:38:01,2016-09-18 03:47:29,0.121182731827723,0.560827242447364,-100.08531834,25.637521,569,7958,3622,1814.1836398266726,50.3493848857645,-0.2502501682957449,0.15805555555555556,7.958
Monterrey,2016-09-18 03:17:18,2016-09-18 03:31:02,0.145787587459757,0.58673335593909,-100.172847094368,25.6155884434438,825,7179,68,1337.8947969082449,31.326545454545457,-0.24949357780722042,0.22916666666666666,7.179
Ecuador,2016-09-18 03:23:18,2016-09-18 03:56:17,0.765580217738021,0.410005562701082,-79.9649109733333,-2.00395547333333,1979,18079,769,13996.444483184508,32.88751894896412,0.02990147836857696,0.5497222222222222,18.079
Monterrey,2016-09-18 03:53:09,2016-09-18 04:00:07,0.146012166280787,0.57783151119969,-100.181921210665,25.6719741702951,418,3738,22,1123.8602708998699,32.193301435406696,-0.25012119570741365,0.11611111111111111,3.738
Mexico DF Taxi de Sitio,2016-09-18 03:42:18,2016-09-18 04:11:00,0.0198258183205178,0.319618920395958,-99.1612394619893,19.3817008296625,1723,14349,459,7808.814477219883,29.98049912942542,-0.19219476878366312,0.4786111111111111,14.349
Mexico DF Taxi de Sitio,2016-09-17 05:27:15,2016-09-18 04:12:15,0.073257611419947,0.330497343397541,-99.1796888598233,19.4385306956427,81901,2789,157,7337.467442634192,0.12259190974469175,-0.1925185501448198,22.75027777777778,2.789
Mexico DF Taxi Libre,2016-09-18 11:28:56,2016-09-18 11:34:45,0.119754410525973,0.27062545623006,-99.2948957334048,19.3206866935109,349,1693,33,6686.479158094122,17.463610315186248,-0.19162227307243448,0.09694444444444444,1.693
Mexico DF Taxi de Sitio,2016-09-18 04:12:21,2016-09-18 04:21:02,0.0742547413853197,0.329787686104106,-99.1791074530471,19.4387774158831,521,2279,181,7337.297602885554,15.747408829174663,-0.19252737949919954,0.14472222222222222,2.279
Monterrey,2016-09-18 04:14:32,2016-09-18 04:28:53,0.154061071226498,0.631413032429484,-100.26461034,25.70387534,862,7286,187,703.8912517157476,30.428770301624134,-0.24967928728010924,0.23944444444444443,7.286
Bogota,2016-08-07 03:35:36,2016-09-18 04:30:31,0.389967647989125,0.753880365522565,-74.1787113686441,4.64636656779659,3632095,2655,2534,15091.74553288796,0.002631539097958616,-0.052200015524021426,1008.9152777777778,2.655
Bogota,2016-09-18 04:31:13,2016-09-18 04:32:19,0.389275945220353,0.753251599209768,-74.1658128548868,4.64064892728687,66,318,52,15106.125145103391,17.345454545454544,-0.05214127419926721,0.018333333333333333,0.318
Mexico DF Taxi de Sitio,2016-09-18 04:27:42,2016-09-18 04:35:52,0.0627383394429074,0.295149164388087,-99.1705506775685,19.3875829506849,490,2725,125,7590.635655617933,20.020408163265305,-0.19239948585221064,0.1361111111111111,2.725
Quito,2016-09-18 04:06:27,2016-09-18 04:38:32,0.528353117507738,0.117903797828423,-78.498013362,-0.160759396000013,1926,10948,779,16939.358238927947,20.46355140186916,0.0035262053190905076,0.535,10.948
Monterrey,2016-09-18 04:42:36,2016-09-18 04:47:39,0.127875180694414,0.571597516758161,-100.11249934,25.65101666,304,2229,3627,1617.888200471076,26.39605263157895,-0.25019279170853703,0.08444444444444445,2.229
Quito,2016-09-18 04:20:13,2016-09-18 04:50:58,0.42630450123176,0.062343068416109,-78.4476286501916,-0.0110263593174761,1845,16840,141,17868.736419975306,32.858536585365854,0.0009302113486939896,0.5125,16.84
Mexico DF Radio Taxi,2016-09-18 03:04:34,2016-09-18 05:00:20,0.0774347774911028,0.291978153058397,-99.193288,19.34044954,6946,4489,182,7431.211078806349,2.3265764468758996,-0.1918840807640488,1.9294444444444445,4.489
Bogota,2016-09-13 12:07:04,2016-09-18 05:00:44,0.386401336311171,0.747592698321427,-74.1253638578788,4.57674517185731,449620,3228,211,15285.073989155246,0.02584582536364041,-0.05138990417897736,124.89444444444445,3.228
Monterrey,2016-09-18 05:02:03,2016-09-18 05:14:40,0.128414169864886,0.580310734757716,-100.05614732,25.645295,757,8263,3647,1931.7132921380548,39.29564068692206,-0.2501880917827641,0.21027777777777779,8.263
Ruminahui,2016-09-18 05:06:37,2016-09-18 05:17:44,0.596786775851963,0.557431772357767,-78.5162797524332,-0.245228646796476,668,4462,128,16138.427691653045,24.046706586826346,0.010145737668596996,0.18555555555555556,4.462
Panama Uber,2016-09-18 05:09:30,2016-09-18 05:26:49,0.744766252604972,0.0077524608782924,-79.5325726298413,8.94573894209743,1040,15277,20,10929.6471677317,52.88192307692308,-0.11133884861713508,0.28888888888888886,15.277
Monterrey,2016-09-18 05:38:13,2016-09-18 05:44:01,0.124668195130107,0.593362571187393,-100.11245498,25.65103102,348,2834,80,1658.835258703123,29.317241379310342,-0.2499839146922932,0.09666666666666666,2.834
Monterrey,2016-09-18 05:40:40,2016-09-18 05:45:25,0.132043363612728,0.629212293159931,-100.116091258174,25.6890357457983,285,3704,1,1563.3036871723573,46.78736842105263,-0.2499779526789536,0.07916666666666666,3.704
Monterrey,2016-09-18 05:42:15,2016-09-18 05:48:30,0.151545788430963,0.629167380103943,-100.217299,25.696773,375,2540,3701,949.5897291241585,24.384,-0.24975484845657484,0.10416666666666667,2.54
Guadalajara UberXL,2016-09-18 05:33:26,2016-09-18 05:50:23,0.325163183392743,0.387215855624507,-103.3032624,20.65193248,1018,4582,189,6068.716297776913,16.203536345776033,-0.19555171769031557,0.2827777777777778,4.582
Mexico DF UberX,2016-09-18 05:39:10,2016-09-18 05:52:15,0.0490480145129259,0.349559257956867,-99.1537898080732,19.4263262195977,786,10933,173,7554.024066771487,50.07480916030535,-0.19230061740529675,0.21833333333333332,10.933
Monterrey,2016-09-18 05:57:28,2016-09-18 06:02:28,0.128719597061486,0.580759869344141,-100.08772934,25.636663,300,3889,3609,1782.5796743015949,46.668000000000006,-0.25001787028386535,0.08333333333333333,3.889
Guadalajara UberXL,2016-09-18 05:50:37,2016-09-18 06:08:02,0.324489446929654,0.387835678992971,-103.29034228,20.61770178,1045,5178,359,6283.610731082654,17.83808612440191,-0.19524102644225264,0.2902777777777778,5.178
