timestamp;happy;neutral;surprise;sad;angry;fear;disgust;interaction_type;interaction_element;url
0;;;;;;;;START1;;
0,01;;;;;;;;navigation;;/home
0,03;;;;;;;;click;BUTTON;/home
0,49;0,014430151;4,49626781;0,000515531;40,08562863;44,57897842;10,81620604;0,007978165;;;
2,02;0,018076191;12,35386952;0,002269805;24,44404062;55,93189334;7,24924399;0,000606628;;;
2,34;0,178575481;77,43598223;5,600514635;5,292207748;8,046847582;3,443577141;0,002297949;;;
2,6;0,130332669;69,97054219;0,175882841;10,04895344;6,736368686;12,93743402;0,000489869;;;
2,88;1,178579219;71,18667364;0,443886593;11,29082963;3,34524326;12,55323589;0,001547179;;;
3,12;0,289733376;26,19972981;0,928569082;19,32725128;27,79905068;25,40963146;0,046036386;;;
3,38;3,51E-09;0,000440608;2,64E-14;99,99645948;2,03E-11;0,003100252;1,42E-17;;;
3,62;4,24E-09;0,111250102;2,01E-10;99,49146509;4,50E-09;0,397283817;2,89E-16;;;
3,86;0,001797235;53,22467685;1,16E-05;45,36596537;0,011080984;1,396465115;6,76E-11;;;
4,11;3,93E-08;1,519164443;98,23900461;4,55E-07;0,000205013;0,241630594;1,18E-23;;;
4,37;0,373091152;76,87685948;0,003574683;18,31869592;4,322290678;0,10544968;3,99E-05;;;
4,61;77,09500194;0,000149655;0,007717252;0,458645541;6,804349273;15,63413143;2,17E-07;;;
4,84;24,04466117;2,66E-05;0,014887563;0,703505701;4,693926406;70,54298941;3,54E-07;;;
5,1;99,8077631;7,04E-06;8,77E-05;0,000164345;1,29E-06;0,191973848;8,94E-14;;;
5,35;0,15117419;97,74852991;0,227560685;1,050852053;0,23731268;0,584533717;3,84E-05;;;
5,6;99,61643813;9,83E-05;4,94E-06;0,000286527;0,00197721;0,381200038;8,94E-11;;;
5,85;88,91801768;0,007467822;1,85E-08;10,33237936;0,006724774;0,735409881;6,46E-09;;;
6,08;93,50701493;0,392531837;3,07E-07;5,843277227;0,003258147;0,253918448;3,83E-09;;;
6,32;94,74533796;0,538677769;1,36E-06;4,283953458;0,004714738;0,427316502;6,84E-09;;;
6,58;94,28413476;0,659327574;1,66E-06;4,683062713;0,005377899;0,368098122;7,16E-09;;;
6,83;99,42724705;0,088639406;2,04E-06;0,09296668;0,002804859;0,388347125;1,81E-09;;;
7,09;99,93191957;0,00424496;6,81E-08;0,006957568;0,000340412;0,056542706;1,24E-10;;;
