timestamp;happy;neutral;surprise;sad;angry;fear;disgust;interaction_type;interaction_element;url
0,12;;;;;;;;START1;;
0,13;;;;;;;;navigation;;/home
0,52;2,700957283;73,24144244;0,000781057;23,41145873;0,639173575;0,00593384;0,000253233;;;
2,65;1,440299768;82,06851482;0,002166867;15,52649289;0,957717374;0,004586614;0,00022124;;;
2,89;40,76353908;56,38746619;0,018651561;2,66825743;0,069770741;0,091986248;0,000333628;;;
3,16;23,68870825;65,58026671;0,010683689;10,14737114;0,220679492;0,348782772;0,0035146;;;
3,47;15,75728953;50,12795925;0,031485365;29,00866866;1,32021131;3,702555224;0,051832636;;;
3,73;6,482329965;89,72418308;0,00179382;3,597538546;0,1751028;0,018989266;6,87E-05;;;
4,02;48,0778724;45,18113434;0,019835091;6,49689883;0,118649611;0,104200421;0,001405294;;;
4,16;;;;;;;;click;DIV;
4,27;5,065182224;90,90650082;0,005404049;3,533755243;0,213421742;0,275093946;0,000644153;;;
4,53;9,024900198;54,10465002;0,009409885;28,43446732;0,785538089;7,591281831;0,049752143;;;
4,79;18,01932007;71,20909691;0,006581657;10,1380378;0,376953022;0,247727614;0,002284199;;;
5,04;33,15702677;66,35705233;0,006155135;0,436584326;0,019174113;0,023889984;0,000119092;;;
5,27;14,93495703;73,48726988;0,008373074;10,98040491;0,196906645;0,382660236;0,00943318;;;
5,51;0,26276852;97,67738581;0,000292452;1,877219975;0,11222742;0,070018397;8,94E-05;;;
5,77;12,72794233;83,36686989;0,003000597;3,319850017;0,276011524;0,302463904;0,003862545;;;
6,02;4,074962437;80,13644218;0,002248971;14,68683481;0,87415101;0,220585684;0,004778252;;;
6,26;10,05306378;77,22582681;0,001759399;11,89881783;0,483390857;0,329652728;0,007487903;;;
6,5;2,358195558;49,52474236;0,003265534;44,66399848;0,792316161;2,63116993;0,026313742;;;
6,76;0,888779107;96,93012238;0,000351302;1,960419305;0,120931189;0,098704745;0,000690761;;;
7,05;0,713739684;70,89901567;0,000565702;26,63145363;0,719690928;1,026343275;0,009189041;;;
7,3;1,087353006;73,28683734;0,001234491;22,71520495;1,038324181;1,860211603;0,010840205;;;
7,58;1,785062786;91,89036585;0,002981059;5,303973445;0,315284901;0,700899782;0,001429571;;;
7,82;4,564747587;89,36963081;0,001945898;5,469647795;0,130630762;0,462251483;0,001142415;;;
8,06;3,244831041;68,74012947;0,005055872;24,61032569;0,969108287;2,410386875;0,02016879;;;
8,31;1,075077057;88,91096115;0,001496964;9,38532874;0,289909076;0,336483261;0,000746416;;;
