timestamp;happy;neutral;surprise;sad;angry;fear;disgust;interaction_type;interaction_element;url
0,12;;;;;;;;click;BUTTON;/home
0,9;;;;;;;;navigation;;/talk
1,23;;;;;;;;navigation;;/talk
0,63;0,052755815;3,047323609;0,188461459;94,02584505;0,080015838;2,60557762;1,04075E-05;;;
4,56;0,071173148;4,905289704;11,61461616;60,32779576;0,305556734;22,77556048;9,15778E-06;;;
4,84;1,44188E-09;0,002323684;0,037952291;3,01378835;0,001415336;96,94452882;7,76557E-13;;;
5,14;2,51014E-09;0,062045577;0,000675607;36,79688573;0,010235432;63,13015819;2,7348E-13;;;
5,44;8,31176E-08;0,047183226;0,006721933;33,07888806;0,169387425;66,69781804;9,33392E-09;;;
5,75;1,47632E-07;0,001913575;0,067323495;1,59895048;0,003347672;98,32846502;7,52163E-10;;;
6,07;9,16843E-05;0,001586438;79,15338874;0,374732655;0,048824056;20,4213798;7,26092E-09;;;
6,42;6,92686E-07;4,40158E-06;25,52320063;0,048838911;0,002629221;74,42533374;4,28222E-11;;;
6,71;1,26829E-06;0,00305447;11,56468254;1,314921334;0,031696993;87,08564197;1,84993E-09;;;
6,93;;;;;;;;click;BUTTON;/talk
7;2,83845E-06;0,011752137;17,60389358;2,070201561;0,021131083;80,29302359;3,44153E-10;;;
7,32;4,55971E-07;0,002474262;11,60468906;1,388303004;0,131418719;86,87311411;5,69379E-09;;;
7,62;2,48536E-06;8,70641E-05;2,772998624;5,795104057;0,187403464;91,24441147;4,91785E-08;;;
7,94;2,67292E-05;0,028340783;8,137758076;4,801112786;0,8625241;86,17023826;2,2014E-07;;;
8,24;0,00030214;0,058431585;73,83054211;0,858604992;0,534205028;24,71791211;5,51765E-08;;;
8,59;0,000150848;0,369762814;8,319420118;5,568161566;0,449527594;85,29298218;1,81244E-08;;;
8,9;1,42611E-05;0,015629998;7,402721047;1,434464566;0,045115029;91,10206366;4,56533E-10;;;
9,19;5,66487E-05;0,085522818;3,669542754;2,303504297;0,165036976;93,77633407;2,41704E-08;;;
9,46;0,018962313;73,86873364;2,373577096;9,8970972;1,332164835;12,50946224;1,15778E-06;;;
9,74;0,004787751;35,38508415;0,077764067;54,12943959;5,176285282;5,22663407;3,20189E-06;;;
10,01;0,000331023;98,01008701;0,001307029;1,957994513;0,017859833;0,012422763;9,61783E-12;;;
10,27;0,001184378;94,1695869;0,067428034;5,403136835;0,04964805;0,309015112;8,2829E-11;;;
10,54;0,008393997;90,37647843;0,073282508;2,747588605;0,079690927;6,714571267;1,7607E-08;;;
10,82;0,002206635;10,18783078;30,71580827;4,158716276;1,000400912;53,93503904;2,91906E-08;;;
11,12;0,006262317;50,66661239;2,509653009;20,60205787;0,738005526;25,47740638;4,84361E-08;;;
11,42;0,003893;1,50190191;63,1738462;3,508438007;0,91612894;30,89579528;5,77361E-07;;;
11,68;0,051151714;0,475487048;52,77451591;20,87518548;1,509180382;24,31441243;6,94007E-05;;;
11,93;0,001747028;7,207746059;0,060181791;25,76909661;0,556231895;66,40478373;0,000213506;;;
12,21;96,8240736;0,013978399;1,185E-06;2,674327764;3,6574E-05;0,485366891;0,002213238;;;
12,47;97,78495418;0,025781062;1,57625E-06;1,692767542;0,000199162;0,496082689;0,000219405;;;
12,72;0,117173095;1,517451456;0,01778222;2,938699886;0,036576822;95,37173454;0,000586806;;;
12,99;2,039964125;19,33171004;0,044760294;36,43586338;0,117437623;42,02702343;0,003243173;;;
13,28;26,53936902;17,88914161;0,00036238;54,62714759;0,017011299;0,926305968;0,000661508;;;
13,55;3,008621372;11,33727208;0,001442412;80,82249761;0,058030704;4,767619073;0,004522537;;;
13,84;70,28806032;0,000721745;5,10194E-06;0,005204892;4,144982123;25,56103024;1,79819E-09;;;
14,09;;;;;;;;navigation;;/talk
14,15;;;;;;;;click;BUTTON;/talk
14,19;0,002148755;8,102710545;0,001769312;74,36506152;2,869602479;14,6287784;0,029926078;;;
14,51;1,525990572;30,90124726;4,01892E-05;63,35834861;0,088442303;4,124999046;0,000931211;;;
14,82;1,897014977;7,117806799;7,0546E-05;89,98193681;0,070015403;0,906289609;0,026864973;;;
15,12;14,45266008;11,73163503;0,00040334;54,15621996;0,08762228;19,53528374;0,036176314;;;
15,48;0,255752674;16,45381553;0,061938968;71,49814111;2,97014175;8,754387199;0,005818464;;;
15,8;0,223448267;12,86090016;0,001914368;79,80689406;2,4523573;4,644912854;0,009577986;;;
16,1;0,046358965;2,02401367;0,002146512;93,30073555;2,731198608;1,891275981;0,004269077;;;
16,4;0,000178492;2,317201298;0,056926572;79,4355559;0,624257782;17,56581471;6,09085E-05;;;
16,72;0,003574258;3,127891197;0,102210894;49,75896481;0,490142486;46,51702088;0,000191977;;;
17,06;0,000438149;1,043490103;0,009189791;61,77942016;0,210872826;36,95646382;0,000121668;;;
17,4;0,005375307;27,35365792;0,008195982;50,1520902;0,208313496;22,2723244;4,47788E-05;;;
17,67;0,000244052;0,071854929;0,048648348;6,12712539;0,057249491;93,69487725;8,05709E-07;;;
17,95;0,001510636;11,10958308;0,063118117;37,91593909;1,844918728;49,06466901;0,000267957;;;
18,2;2,25825E-05;0,027513603;0,054497411;13,42146088;0,049960246;86,44653124;3,41111E-06;;;
18,46;4,02258E-05;0,114821282;0,002820973;26,04578435;0,092739967;73,74379635;7,18858E-07;;;
18,71;0,000193102;11,28760576;0,001450051;66,6103065;0,298213516;21,80223167;3,81229E-06;;;
18,99;7,089E-06;0,876238436;0,000327912;61,46978506;0,032607509;37,62103841;1,44871E-07;;;
19,25;7,20521E-05;0,491229771;0,00671966;28,74081135;0,108036969;70,65312266;5,80145E-06;;;
19,51;4,91342E-06;0,382713182;0,000698459;48,04089963;0,10338584;51,47229433;1,1809E-06;;;
19,76;2,51565E-05;1,204524655;0,000423747;53,02211642;0,164827053;45,60808837;1,98062E-06;;;
20,01;1,4519E-05;0,431188827;0,029155721;48,81150119;0,198187854;50,52994791;4,19452E-06;;;
20,33;2,33293E-05;4,943457618;0,002166436;52,40029693;0,130429293;42,52363145;7,48402E-07;;;
20,58;2,85349E-06;0,018741785;0,11863509;3,050304945;0,010694258;96,80162649;8,3716E-08;;;
20,84;0,000246439;7,850928795;0,002576446;17,75517675;0,027432252;74,36364584;3,07459E-07;;;
21,09;0,000142118;4,5568984;0,006894695;20,27938813;0,036797856;75,11987686;5,38439E-07;;;
21,35;0,00109374;50,99329352;0,008255334;26,38486922;0,057949766;22,55454063;6,4334E-07;;;
21,6;4,10613E-06;0,041901355;0,002122893;41,14916623;0,141331612;58,66547227;3,90203E-07;;;
21,87;0,000205203;19,9830696;0,000782284;63,81120086;0,859025307;15,34570456;8,69625E-06;;;
22,13;1,14695E-05;0,080060028;0,209007855;7,453919202;0,07194386;92,18505621;7,99249E-07;;;
22,39;3,51809E-07;0,018293105;0,010684184;7,516179979;0,00415202;92,45068431;6,1539E-09;;;
22,64;4,94976E-07;0,00023375;0,001415658;3,301762768;0,005825698;96,69076244;1,10959E-07;;;
22,88;2,61838E-06;1,80423E-05;0,000662393;0,913789961;0,000450702;99,08507466;1,01085E-06;;;
23,14;8,35444E-09;6,36876E-07;0,000195293;0,470144618;3,88842E-05;99,52961808;2,23041E-10;;;
23,39;8,24981E-07;0,002985667;0,052610127;6,955118477;0,009910316;92,97937751;1,76419E-07;;;
23,65;0,000247965;17,91003644;0,02272436;48,71548712;0,402903045;32,94859231;1,00788E-05;;;
23,9;1,91527E-05;1,393621219;0,003025764;18,72804575;0,052647133;79,82264041;2,50326E-07;;;
24,14;5,70744E-07;0,002453785;0,103009108;1,116109453;0,004571359;98,77386093;1,90337E-08;;;
24,39;3,94591E-06;0,08099511;0,012369922;5,077449977;0,004947363;94,82423663;2,04399E-08;;;
24,69;1,33689E-06;0,010524687;0,031467331;3,267558486;0,003026811;96,68742399;2,07042E-08;;;
24,94;1,19323E-05;0,256877299;0,045470317;4,152402654;0,030523865;95,51470876;5,33049E-07;;;
25,21;0,000320793;8,424345404;0,03139748;48,62211347;1,256789453;41,66485071;0,000178475;;;
25,47;9,56797E-05;5,227038637;0,00732585;48,22129309;0,29365581;46,25058174;9,56235E-06;;;
25,72;0,000113483;28,06664444;1,45334E-05;71,40475171;0,155120501;0,373355856;5,27037E-08;;;
25,97;0,001173456;64,31642175;0,000317218;34,7740531;0,031485668;0,876552891;1,34376E-08;;;
26,23;0,000158329;0,068418452;0,019201964;27,29302617;0,219438641;72,39966722;8,66141E-05;;;
26,5;0,001050455;32,65894651;0,029501013;22,87308574;0,115379097;44,32203472;7,04523E-06;;;
26,77;3,77114E-06;0,000300588;0,000358289;6,186553463;0,004334067;93,80845428;3,02601E-07;;;
27,07;2,85758E-05;2,061954327;0,000117689;79,19809818;0,375232077;18,36456507;5,25543E-06;;;
27,4;1,17059E-06;0,104505626;4,15359E-05;90,22640702;0,307125841;9,361911194;1,88522E-06;;;
