timestamp;happy;neutral;surprise;sad;angry;fear;disgust;interaction_type;interaction_element;url;;
139,11;0,646643806;73,25764894;0,034587781;18,01073551;7,619819045;0,321157672;0,109408959;;;;;
139,38;0,221833204;94,23619474;0,014273288;4,34603568;0,769219221;0,412373688;6,86E-05;;;;;
139,65;0,428856118;94,78991628;0,005696022;4,287828133;0,363776344;0,123900117;3,09E-05;;;;;
139,92;2,088935239;83,87762808;0,040235134;11,49564156;2,099526985;0,397865079;0,000167272;;;;;
140,19;0,3036803;96,09501911;0,013912536;2,936485201;0,462176333;0,188702053;2,72E-05;;;;;
140,46;0,00867864;97,50421047;0,061445974;1,617099717;0,583313825;0,225251098;2,53E-06;;;;;
140,73;0,098717766;91,51367495;5,394815975;0,894501672;0,555260699;1,542926392;0,000104726;;;;;
141;0,179974525;97,13537693;0,788822025;1,355292182;0,256933691;0,283587025;1,30E-05;;;;;
141,27;0,002221623;98,846066;0,3592327;0,474212971;0,180581352;0,137686101;3,33E-07;;;;;
141,54;0,032499284;98,34458232;0,196176604;1,065916475;0,208488829;0,152338017;1,17E-06;;;;;
141,81;0,021525311;97,25656493;0,712608309;1,118470143;0,577751628;0,313063473;1,66E-05;;;;;
142,08;0,002912737;98,301798;0,25223367;0,835564782;0,386283872;0,221203514;1,72E-06;;;;;
142,35;0,002538739;97,77247906;0,276051485;1,128625311;0,526472786;0,293819956;1,01E-05;;;;;
142,62;0,001802127;99,50178272;0,041082392;0,329180954;0,051307829;0,074840823;2,21E-08;;;;;
142,89;0,010805832;98,77255559;0,632586936;0,330820866;0,086544774;0,16668496;1,00E-06;;;;;
143,16;0,345785497;18,96352619;0,909409672;9,011514485;65,83192348;1,561322901;3,376518562;;;;;
143,43;0,176113052;75,33160448;0,011295149;18,05437058;4,963662848;1,446782891;0,016167031;;;;;
143,7;9,808924049;20,089674;0,023352972;33,15934837;3,749548271;33,1690073;0,000142225;;;;;
143,97;1,424495588;7,296890455;0,045407776;44,45337322;17,4171324;29,36166998;0,001033427;;;;;
144,24;2,976553701;18,27659458;0,078278873;13,87519687;3,345060349;61,4474535;0,000861441;;;;;
144,51;0,995901159;37,60367782;0,128334217;17,80031983;9,62597917;33,84536014;0,000432423;;;;;
144,78;0,833236699;13,40310414;0,174380958;4,78066149;3,333487337;77,47482926;0,000300007;;;;;
145,05;3,878362104;54,01127934;0,086665881;21,55141085;14,43423331;6,028485671;0,009571176;;;;;
145,32;1,598539485;66,8491761;0,000412607;24,57413969;6,911000276;0,066047457;0,000686095;;;;;
145,59;6,599482894;79,91757393;0,030544252;7,020106912;1,969501935;4,460847378;0,001940081;;;;;
145,86;0,093025138;69,74594593;0,000226914;23,74839932;6,387681514;0,02429122;0,000429909;;;;;
146,13;0,20164859;96,31251097;0,002067004;2,594570629;0,837870315;0,050568877;0,00076339;;;;;
146,4;0,171096006;16,3878113;7,479827106;51,16649866;12,16701269;12,34273538;0,285015535;;;;;
146,67;0,126819367;15,42831304;10,2951205;56,50239924;9,367597661;7,909666473;0,370087543;;;;;
146,94;0,746846059;70,11307478;0,850751437;12,58065999;11,87506989;3,767099977;0,066496118;;;;;
147,21;2,005181834;90,06198049;0,054948166;4,300281405;2,131045796;1,444338262;0,002229054;;;;;
147,48;1,81084286;96,8716858;0,005781599;0,717383573;0,063057579;0,53124119;9,42E-06;;;;;
147,75;6,805299968;91,12737775;0,125027681;0,669888733;0,109783933;1,162513997;0,000106882;;;;;
148,02;0,572265523;36,06197106;1,610647322;34,43844504;17,0863608;9,825804403;0,404500121;;;;;
148,29;0,073907053;5,348308757;0,558307907;42,01153517;18,13725978;30,55863976;3,312034905;;;;;
148,56;0,271768658;6,836298108;0,165562565;52,18700171;24,64449555;14,23605829;1,658811048;;;;;
148,83;1,121754997;6,283039596;0,014961567;67,04616343;20,96960146;4,475127;0,08934429;;;;;
149,1;0,084240518;9,48728454;0,032165672;76,07424117;5,291513669;7,904308015;1,126246221;;;;;
149,37;0,071998633;12,47972175;0,819522142;43,96653473;8,17181021;32,62008131;1,870334521;;;;;
149,64;0,133915059;45,14834583;1,11426264;20,44655234;14,29731399;18,70262325;0,156988611;;;;;
149,91;0,14433715;84,61584357;0,036742791;7,465416638;6,357847533;1,35592072;0,023889868;;;;;
150,18;0,019622347;58,82030129;0,062837638;25,52062273;6,391611695;9,179961681;0,005040344;;;;;
150,45;0,046101198;50,03202558;0,242859568;31,4676106;8,353385329;9,822323918;0,035691765;;;;;
150,72;0,054127432;70,44984102;0,101499481;16,65150076;7,808905095;4,913629964;0,020493596;;;;;
150,99;0,359197822;50,89118481;0,622216379;27,81537771;14,21857923;5,936608836;0,156839169;;;;;
151,26;0,010762293;28,84103828;0,283920596;49,06611139;9,842599025;11,89971116;0,055856115;;;;;
151,53;0,070115447;39,88559246;0,139469281;43,98568273;4,757927731;11,1308746;0,030344271;;;;;
151,8;0,037844025;73,59384298;0,041747419;18,35445911;6,51293546;1,457436383;0,001736801;;;;;
152,07;0,033249246;60,95190048;0,130862091;28,90062034;7,078336924;2,898483165;0,006548607;;;;;
152,34;0,050242565;62,28574514;0,291386386;25,72407424;8,277409524;3,346620128;0,02451881;;;;;
152,61;0,028969531;28,32386494;1,046760567;40,95220268;15,23022056;13,16318661;1,254803408;;;;;
152,88;0,078455941;56,96852803;0,883630849;24,62348938;12,96648085;4,237607867;0,241811271;;;;;
153,15;0,021652637;51,34895444;0,250477809;34,16190743;8,676597476;5,522685125;0,017726939;;;;;
153,42;0,036420929;46,98252082;0,433044368;35,48478186;9,018316865;7,928638905;0,116271642;;;;;
153,69;0,026514294;33,54955912;0,623107003;45,51307261;9,629901499;10,55559739;0,102249149;;;;;
153,96;0,094854075;57,42685287;0,278617661;27,44668751;11,76923579;2,956875952;0,026878342;;;;;
154,23;0,012848784;50,14808178;0,053474499;34,82297957;8,238575608;6,676113605;0,047924061;;;;;
154,5;0,049898698;58,16488862;0,143917813;25,52838922;11,88061833;4,195382074;0,036900747;;;;;
154,77;0,076968316;77,88232565;0,024958517;12,99663335;7,302422076;1,442673057;0,274025276;;;;;
155,04;0,149199954;77,09175025;0,03038237;10,90840344;10,89044456;0,904990904;0,024824127;;;;;
155,31;0,010361518;99,98568296;2,85E-08;0,003575856;6,18E-06;0,000374833;3,37E-16;;;;;
155,58;94,93054808;4,67951391;1,19E-05;0,388501119;0,00026352;0,000974864;0,000183511;;;;;
155,85;1,365957782;96,25481367;0,002352616;2,245198749;0,019315003;0,112349202;9,96E-06;;;;;
156,12;3,019973263;81,85543418;0,9748674;7,928971201;0,588095561;5,576104671;0,056553655;;;;;
156,39;44,73816752;25,16004741;0,011846088;3,638362139;17,23221391;9,21927616;8,63E-05;;;;;
156,66;73,84025895;26,10067285;0,000282507;0,055948363;0,001519794;0,001319026;4,53E-09;;;;;
156,93;0,097040809;99,88708495;7,14E-08;0,01451949;1,42E-05;0,00134263;7,89E-14;;;;;
157,2;27,15155482;70,38186193;0,000123453;2,455405705;0,000853729;0,010196879;3,59E-06;;;;;
157,47;1,238138881;97,55476117;4,29E-05;1,157714427;0,000140418;0,049199432;1,13E-07;;;;;
157,74;4,6420075;81,8872869;0,000270499;13,15331161;0,018690349;0,297892769;0,000538972;;;;;
158,01;0,016603012;0,258958736;0,186481129;5,394760519;3,823756427;90,31939507;4,09E-05;;;;;
158,28;0,015063024;0,311062508;0,67615225;3,290429339;3,961509839;91,74577594;7,01E-06;;;;;
158,55;0,016048212;93,53094697;0,021522405;5,215520784;0,903413445;0,312468107;8,22E-05;;;;;
158,82;0,000942152;97,85908461;0,024374257;1,827897504;0,117936323;0,169766205;1,08E-06;;;;;
159,09;0,047790288;92,28628278;0,161248865;6,552026421;0,729850354;0,222795876;5,25E-06;;;;;
159,36;3,861987591;11,7804192;0,000160139;11,62736937;45,02101541;27,70904601;1,30E-07;;;;;
159,63;0,000265367;1,460571395;2,96E-13;92,77726369;5,76036644;0,001535411;3,28E-15;;;;;
159,9;0,002103545;0,018484441;3,70E-14;29,00915742;70,96682191;0,003435965;1,04E-15;;;;;
160,17;0,000406445;0,020316953;9,28E-14;26,43177509;73,54420424;0,003299511;2,76E-14;;;;;
160,44;0,006085886;0,009257575;6,04E-12;94,59983674;5,271777825;0,11304067;1,67E-12;;;;;
160,71;2,90E-05;0,768819917;4,11E-14;49,22859967;50,00190735;0,000649189;3,63E-14;;;;;
160,98;2,79E-05;2,356890308;6,41E-13;38,63042729;59,00978935;0,002859013;1,59E-15;;;;;
161,25;0,000153321;0,471672788;2,41E-12;86,5684092;12,93426752;0,025494923;5,67E-14;;;;;
161,52;0,000331969;0,477665132;3,69E-12;93,48292908;6,021758528;0,017316109;9,64E-14;;;;;
161,79;0,000132932;0,3235492;6,19E-13;26,4086662;73,26417288;0,003480142;1,61E-15;;;;;
162,06;0,011973302;0,048725231;5,13E-11;70,97987283;28,83638992;0,123038233;8,17E-13;;;;;
162,33;0,001823728;0,007708798;1,77E-11;92,87588;6,720469147;0,394119089;2,05E-12;;;;;
162,6;0,005533978;0,010002828;2,94E-11;93,20239506;6,568688861;0,213375336;1,96E-12;;;;;
162,87;0,000723702;0,025807439;6,39E-13;27,13540954;72,82993035;0,008130842;8,43E-14;;;;;
163,14;4,99E-06;12,80050576;1,17E-13;50,18126369;37,01800406;0,000224148;5,07E-15;;;;;
163,41;1,27E-06;4,816772789;1,51E-14;24,82545078;70,35766244;0,000118567;3,92E-15;;;;;
163,68;0,000250403;0,370417605;1,10E-11;47,52166569;52,08069086;0,026972673;2,95E-12;;;;;
163,95;4,13E-06;77,46300697;2,45E-11;11,99099645;10,54555774;0,000432125;2,37E-14;;;;;
164,22;0,186264223;10,27029665;0,603217295;19,14577449;50,3036231;18,6366599;0,854165437;;;;;
164,49;3,511606529;80,81957698;0,11880846;7,220433652;2,592137642;5,556007102;0,181429076;;;;;
164,76;1,221257262;83,40921402;0,026405559;10,23602411;3,556333855;1,550458558;0,000306414;;;;;
165,03;0,086840003;83,12224746;0,002284752;11,1309804;4,674445093;0,982723106;0,000482434;;;;;
165,3;0,140474876;77,46253014;0,017243254;14,75254744;5,102144927;2,524259873;0,000795272;;;;;
165,57;0,062305245;79,67834352;0,002453787;13,73576008;5,518853248;1,001571458;0,000713073;;;;;
165,84;0,504767043;79,63981275;0,011025229;11,32110669;5,235795053;3,285769727;0,00171785;;;;;
166,11;0,247696531;83,04085732;0,00537721;9,411114454;4,870250449;2,423877642;0,000825542;;;;;
166,38;0,246336605;87,75398062;0,005847459;6,673301409;3,490310743;1,829836627;0,000386238;;;;;
166,65;0,03333066;17,18382193;0,1195737;9,99428913;67,90048885;1,405804502;3,362691603;;;;;
166,92;0,509941329;65,70179258;0,070201877;28,75189953;4,733328803;0,232216078;0,000620167;;;;;
167,19;0,576442551;58,59492319;0,030675114;12,57084011;28,18929813;0,037781375;3,66E-05;;;;;
167,46;0,000135115;61,33967638;1,17E-08;35,45250297;3,154779598;0,052905519;5,64E-11;;;;;
167,73;0,000296072;48,7744242;3,68E-08;47,79123664;3,330438584;0,103599392;2,82E-10;;;;;
168;0,000162823;63,41346502;6,16E-08;33,89773667;2,602280863;0,0863511;4,37E-10;;;;;
168,27;0,000125274;62,78172731;4,92E-08;34,76998806;2,35156212;0,096598855;3,11E-10;;;;;
168,54;0,000196756;58,09121132;5,98E-08;39,73705471;2,060960233;0,110575149;7,12E-10;;;;;
168,81;0,000248978;52,86195278;5,59E-08;43,7168628;3,268434852;0,152502954;7,71E-10;;;;;
169,08;0,002885168;82,58593082;0,000438705;4,758563638;9,550073743;3,102112934;1,31E-07;;;;;
169,35;0,00063096;33,95680785;6,48E-08;62,24404573;3,497152776;0,301366486;9,92E-10;;;;;
169,62;0,00026774;27,01784968;3,76E-08;64,37106133;8,350101113;0,26072592;1,21E-09;;;;;
169,89;0,188593206;12,90387958;0,004273403;3,644872829;83,21273327;0,045645845;1,43E-06;;;;;
170,16;0,09312288;0,701209339;0,00480659;0,107323198;98,95722264;0,136203013;0,000121509;;;;;
170,43;0,00859922;3,113056348;0,000177162;1,514390303;95,30841168;0,055352697;1,47E-07;;;;;
170,7;0,005263822;9,057629853;0,084744848;35,93149781;11,11745909;43,80298555;0,000418774;;;;;
170,97;0,175544666;27,79298723;1,300315931;22,801359;41,39230847;6,259609014;0,277872803;;;;;
171,24;0,087019032;84,9975279;0,043112435;10,37139954;3,717216698;0,781930937;0,001795115;;;;;
171,51;0,028235762;92,1728611;0,033908724;3,820296749;3,500044718;0,444547366;0,000107779;;;;;
171,78;0,021981991;86,01206708;0,029452264;5,632869973;7,827447912;0,476061729;0,000118733;;;;;
172,05;0,013372207;97,59293184;0,019685529;1,397179802;0,770163116;0,206668361;1,40E-06;;;;;
172,32;0,224444034;79,97702003;1,23728499;3,552260199;13,7987627;1,209729207;0,000495233;;;;;
172,59;0,057628745;89,13827538;0,031902725;5,227090791;5,003523082;0,541521981;5,67E-05;;;;;
172,86;0,309051108;93,33060384;0,138753583;2,298539504;3,579046577;0,343974004;3,76E-05;;;;;
173,13;0,383633981;89,12037015;0,994157419;1,688328385;7,307817787;0,505601615;9,02E-05;;;;;
173,4;0,022792305;98,10705185;0,020635028;1,079362351;0,562037062;0,208125659;6,64E-07;;;;;
173,67;0,028935811;97,27434516;0,040301291;1,484399196;1,046932302;0,125082419;9,79E-07;;;;;
173,94;0,36474287;60,32750607;0,272042514;9,422838688;28,62389684;0,988305267;0,000670251;;;;;
174,21;0,024905894;88,38074207;0,01030178;5,88000156;5,23615554;0,467854086;3,75E-05;;;;;
174,48;0,054508972;6,098625436;2,090168186;3,819273412;70,17410398;4,065151513;13,69816959;;;;;
174,75;0,002128042;79,74691391;0,003618181;12,43284121;0,002758112;7,811743766;4,01E-09;;;;;
175,02;0,015804574;0,008704441;97,40483149;0,001101228;2,373952001;0,195392489;0,00021626;;;;;
175,29;0,252875367;17,07747782;3,707975964;4,427976689;72,27286366;2,188340649;0,07249137;;;;;
175,56;0,362798152;86,01016998;0,227101054;8,026668429;2,985269576;2,38765385;0,000335539;;;;;
175,83;0,032803791;97,01306259;0,001376279;2,731946158;0,081154048;0,139652781;1,03E-11;;;;;
176,1;0,039023428;71,15857429;0,017193814;20,13897271;4,132967689;4,513269559;1,32E-08;;;;;
176,37;0,002747769;0,456176745;1,95E-08;97,11124301;0,044551105;2,385281399;4,43E-09;;;;;
176,64;0,606670603;4,018180072;0,157247146;40,8426255;26,7213136;27,50908434;0,144881161;;;;;
176,91;0,705981581;24,06871915;0,120470626;47,55753577;10,89069247;16,65490121;0,001698213;;;;;
177,18;0,673566898;13,79754394;0,859748106;36,67156696;17,83951819;29,74072099;0,417330442;;;;;
177,45;1,640216252;9,187765814;1,659135136;21,60893272;28,13204788;21,28979012;16,4821024;;;;;
177,72;2,398214489;16,41696841;0,64143124;29,27655578;26,11402273;17,4993962;7,653412968;;;;;
177,99;0,297057303;25,81731975;0,053929712;14,34797794;57,80552626;1,40020838;0,277980464;;;;;
178,26;0,399583671;99,43162799;0,000450472;1,46E-05;4,90E-09;0,168321445;4,83E-18;;;;;
178,53;0,882082619;86,12327576;0,001073972;2,39E-05;4,21E-08;12,99354434;1,34E-20;;;;;
178,8;0,335539435;29,18405533;0,322250277;18,99236888;9,992913157;41,03762805;0,135241938;;;;;
179,07;0,001392352;93,27207884;1,30E-05;0,000912434;8,47E-09;6,725600305;6,50E-21;;;;;
179,34;0,011828636;67,67262028;0,001149552;26,88115995;4,519125344;0,913898422;0,000217734;;;;;
179,61;0,037628939;17,4145326;0,131525414;19,02894676;54,26371098;3,937579319;5,186076462;;;;;
179,88;1,216877066;36,76797748;1,140421722;17,50794202;17,6754266;20,25485784;5,436503515;;;;;
180,15;7,754588127;44,08793151;1,57843139;11,82586178;12,03957275;18,28897446;4,424641281;;;;;
180,42;11,27035529;41,246434;1,539070715;11,75615406;6,397169846;23,18944611;4,601376307;;;;;
180,69;2,09982575;26,33927449;1,060914587;12,84158524;13,74713764;22,77410802;21,1371486;;;;;
180,96;5,342604484;39,25057223;0,938341599;18,63740011;11,88871704;17,89019172;6,052179238;;;;;
181,23;1,768749952;21,07933611;0,597838312;25,26331544;15,67749232;15,81736058;19,79591101;;;;;
181,5;2,663957196;24,27283385;1,457645291;13,10832791;31,76022091;14,90085841;11,83614962;;;;;
181,77;8,26334481;29,10188014;0,697061601;37,10544331;9,262548194;11,09397328;4,475748433;;;;;
182,04;1,573022828;31,02191389;1,637783647;30,62575161;14,05299157;16,12260491;4,965926334;;;;;
182,31;0,054386945;95,13008595;0,002228139;2,7873246;1,868366078;0,157303829;0,000301931;;;;;
182,58;0,116776589;91,01169056;0,01491394;5,44857676;3,174314092;0,233672247;5,82E-05;;;;;
182,85;0,047782066;95,2824831;0,0115732;2,577895485;1,63554661;0,444664853;5,88E-05;;;;;
183,12;0,011617285;95,14960647;0,000583357;3,512863815;1,130668446;0,194648688;1,03E-05;;;;;
183,39;3,575672954;30,22613227;0,696653966;30,86358607;16,95519388;13,21271062;4,470055178;;;;;
183,66;29,50042135;65,70461801;0,050598167;2,35848585;2,205633668;0,173780243;0,006456775;;;;;
183,93;5,54E-06;98,99326563;1,18E-07;0,909244455;0,084474281;0,013011474;5,46E-12;;;;;
184,2;0,024745875;98,40330482;7,24E-05;1,453178655;0,054921;0,063778018;2,55E-07;;;;;
184,47;0,052019622;72,65936732;0,00062512;22,1444115;1,745073684;3,397155926;0,001352214;;;;;
184,74;0,000150306;0,436298596;2,90E-09;99,16383624;0,008116867;0,391602563;5,95E-11;;;;;
185,01;0,000374884;0,543042957;3,90E-09;98,49982253;0,535497939;0,421263815;2,78E-11;;;;;
185,28;3,01E-05;0,80177346;2,93E-10;98,77155438;0,057083117;0,369551804;3,07E-13;;;;;
185,55;0,168592739;11,51573658;0,146828988;46,31587863;35,6203258;5,29121533;0,941420719;;;;;
185,82;2,241453342;0,125915476;0,036211562;0,411546975;0,840788987;96,28631473;0,057776191;;;;;
186,09;5,750937074;0,015439493;0,002712889;0,34692132;0,042747384;93,84123756;9,40E-08;;;;;
186,36;0,304892367;35,84964742;4,91E-08;63,17161761;0,671372157;0,0024531;1,21E-05;;;;;
186,63;8,54E-07;99,73093271;6,67E-10;0,249174959;0,019755823;0,000139146;6,37E-15;;;;;
186,9;0,019048531;84,36611798;4,12E-05;13,64221058;1,766700962;0,205875922;2,43E-06;;;;;
187,17;0,020407204;89,26563199;5,71E-05;8,592340117;1,739523291;0,382010685;2,92E-05;;;;;
187,44;9,35E-05;95,21006942;2,37E-09;4,685136676;0,102314586;0,002387105;3,55E-10;;;;;
187,71;0,004080447;96,22457601;3,31E-08;3,641856679;0,127194981;0,002292397;1,15E-08;;;;;
187,98;4,910125583;88,7752831;0,002677149;5,53965196;0,666550314;0,105434866;0,000282586;;;;;
188,25;98,94714945;0,944873188;0,002432294;0,030924684;0,070144729;0,004085589;0,000395219;;;;;
188,52;99,49211478;0,50788275;1,07E-07;7,97E-07;8,45E-09;1,71E-08;3,14E-14;;;;;
188,79;96,98801637;3,011986054;1,03E-06;4,84E-07;5,36E-09;3,12E-09;5,44E-15;;;;;
189,06;1,01E-06;0,187298236;3,88E-13;5,615081973;94,19739212;0,000231298;2,05E-14;;;;;
189,33;0,000356229;1,00550605;9,31E-09;29,28948104;69,63250041;0,072149473;1,47E-10;;;;;
189,6;88,31830025;5,284108594;1,64E-06;4,119832814;2,218881249;0,005415889;0,053466723;;;;;
189,87;3,49E-05;0,025116705;1,11E-10;3,217643499;96,75405025;0,003160356;3,44E-12;;;;;
190,14;0,000104802;0,10221859;6,55E-10;7,679567486;92,20975041;0,008355136;1,43E-11;;;;;
190,41;96,38773203;3,60278897;0,000804086;0,005355844;9,18E-05;0,003224105;1,94E-07;;;;;
190,68;97,47005105;2,515792847;0,000430693;0,005631092;0,000104269;0,007985739;1,50E-06;;;;;
190,95;99,65201018;0,347919503;1,07E-05;3,07E-05;2,08E-06;2,86E-05;6,55E-10;;;;;
191,22;99,64019056;0,35978248;8,46E-06;1,45E-05;4,98E-07;1,40E-05;2,10E-10;;;;;
191,49;98,78669977;1,213125233;4,99E-05;9,00E-05;1,29E-06;3,18E-05;8,89E-10;;;;;
191,76;99,5957315;0,404238002;2,51E-05;3,36E-06;3,56E-07;5,93E-07;3,30E-12;;;;;
192,03;99,13536906;0,86461911;1,18E-05;2,80E-06;3,06E-07;2,52E-07;1,71E-12;;;;;
192,3;99,13645983;0,863466412;5,55E-05;1,57E-05;2,03E-06;1,51E-06;2,40E-11;;;;;
192,57;99,3129849;0,686850719;0,000130664;2,12E-05;2,32E-06;6,84E-06;2,74E-10;;;;;
192,84;0,215368136;8,62634331;1,390371006;25,68026483;1,509413403;11,47113889;51,10709667;;;;;
193,11;92,87103415;6,419220567;0,163220591;0,237458292;0,018322925;0,280003552;0,010742059;;;;;
193,38;99,04707682;0,952734405;0,000118646;6,00E-05;5,22E-07;2,47E-06;1,73E-10;;;;;
193,65;99,68139529;0,318585057;1,90E-05;2,32E-06;3,12E-08;2,11E-07;8,50E-13;;;;;
193,92;98,10953736;1,890365034;9,00E-05;7,19E-06;1,21E-07;6,90E-08;3,13E-12;;;;;
194,19;98,67734925;1,322431146;0,000153317;5,25E-05;1,45E-06;3,23E-06;1,90E-10;;;;;
194,46;99,29596181;0,703948266;8,52E-05;7,38E-06;8,28E-07;1,61E-07;1,03E-11;;;;;
194,73;98,82013791;1,179616503;0,000208667;2,94E-05;5,51E-06;1,52E-06;2,08E-10;;;;;
195;98,88284802;1,116603334;0,000354714;0,000142988;3,50E-05;1,30E-05;3,39E-09;;;;;
195,27;99,61910248;0,380883878;1,51E-05;5,27E-07;5,21E-08;1,61E-08;7,99E-14;;;;;
195,54;99,24433227;0,755608872;5,57E-05;3,14E-06;4,17E-07;1,03E-07;3,29E-12;;;;;
195,81;99,64722989;0,352654976;2,05E-05;2,71E-05;6,54E-05;3,12E-08;1,43E-13;;;;;
196,08;99,6217489;0,378211284;7,12E-06;1,25E-05;2,31E-05;1,06E-08;1,48E-13;;;;;
196,35;99,7870445;0,212871588;1,89E-05;2,22E-05;4,26E-05;2,69E-08;1,59E-12;;;;;
196,62;99,93805885;0,061842008;3,98E-06;9,57E-06;8,18E-05;3,29E-08;4,43E-13;;;;;
196,89;99,85355139;0,146449485;1,79E-07;2,80E-10;2,05E-11;2,53E-13;2,62E-20;;;;;
197,16;99,56438541;0,435617333;9,39E-07;5,39E-07;2,09E-08;4,37E-09;7,45E-14;;;;;
197,43;99,82337355;0,176624941;3,12E-08;3,87E-09;8,60E-11;1,08E-11;1,31E-17;;;;;
197,7;99,92339611;0,076609204;3,21E-09;9,10E-11;1,66E-12;1,38E-13;7,78E-21;;;;;
197,97;99,98485446;0,015147897;5,28E-10;5,17E-12;3,25E-13;2,78E-14;3,00E-22;;;;;
198,24;99,98307228;0,016930595;5,77E-10;2,00E-11;2,11E-12;8,86E-14;4,52E-21;;;;;
198,51;99,97369647;0,026306495;6,84E-10;2,04E-11;1,41E-12;8,56E-14;6,52E-21;;;;;
198,78;99,97983575;0,020165647;6,51E-10;1,12E-11;8,16E-13;3,48E-14;2,15E-21;;;;;
199,05;99,98929501;0,010708476;3,71E-10;1,31E-11;7,53E-13;6,43E-14;5,83E-21;;;;;
199,32;99,99534488;0,004655114;4,34E-11;2,03E-13;7,90E-15;9,92E-16;1,24E-24;;;;;
199,59;99,9992609;0,000737296;7,38E-12;4,59E-14;1,79E-14;3,75E-16;1,81E-25;;;;;
199,86;99,99955893;0,00044037;2,83E-11;5,20E-13;2,69E-12;1,63E-15;1,12E-24;;;;;
200,13;99,99803901;0,00196313;4,90E-10;1,73E-11;1,49E-10;1,18E-13;2,37E-22;;;;;
200,4;99,96719956;0,0328024;7,32E-10;9,82E-10;3,40E-11;7,39E-12;1,55E-18;;;;;
200,67;99,73883036;0,261164728;5,73E-08;6,09E-09;1,09E-10;1,35E-10;7,71E-17;;;;;
200,94;99,92918968;0,07080994;1,38E-09;2,15E-10;6,84E-12;1,13E-12;5,57E-20;;;;;
201,21;99,94738698;0,052615628;1,55E-08;2,05E-10;1,39E-11;4,62E-12;9,73E-20;;;;;
201,48;99,74448681;0,255511492;4,71E-06;1,21E-06;5,79E-08;2,96E-08;8,09E-12;;;;;
201,75;99,60228205;0,397703378;2,52E-06;1,30E-05;5,52E-07;1,89E-06;3,86E-10;;;;;
202,02;99,93841052;0,061587912;1,72E-08;2,66E-10;2,56E-12;4,94E-13;2,03E-20;;;;;
202,29;99,9874711;0,012529761;1,72E-10;8,48E-12;1,05E-13;3,49E-14;2,05E-22;;;;;
202,56;99,9851346;0,014865013;1,06E-10;2,85E-11;5,40E-13;1,66E-13;1,24E-21;;;;;
202,83;99,99247789;0,00752137;3,08E-10;9,45E-11;7,02E-12;9,54E-12;4,45E-19;;;;;
203,1;99,9905467;0,009455274;2,80E-10;4,23E-11;1,72E-12;3,58E-13;1,28E-20;;;;;
203,37;99,95143414;0,048567663;2,21E-08;6,15E-10;6,04E-11;2,23E-11;1,62E-18;;;;;
203,64;99,97685552;0,023144488;1,08E-09;1,90E-10;6,44E-12;6,57E-13;6,72E-20;;;;;
203,91;99,97025728;0,029743537;1,21E-08;3,25E-10;3,39E-11;1,39E-11;3,90E-19;;;;;
204,18;99,79358912;0,206408766;6,11E-07;6,83E-09;3,76E-10;2,28E-10;5,62E-18;;;;;
204,45;99,93271828;0,06727922;2,45E-08;8,07E-10;5,11E-11;3,19E-11;1,20E-18;;;;;
204,72;99,97079372;0,02920509;1,09E-09;5,42E-10;1,60E-11;4,27E-12;4,17E-19;;;;;
204,99;99,96119142;0,038806204;1,88E-09;3,62E-10;7,03E-12;3,44E-12;1,41E-19;;;;;
205,26;99,81533288;0,184669019;2,21E-07;2,73E-08;8,17E-10;8,42E-10;4,54E-17;;;;;
205,53;99,98078942;0,019211885;1,09E-10;8,10E-12;1,26E-13;7,45E-14;7,11E-22;;;;;
205,8;99,94706512;0,052930664;7,21E-10;1,58E-11;8,96E-14;1,02E-14;2,10E-22;;;;;
206,07;99,8042643;0,195738126;1,01E-07;6,93E-08;1,01E-09;1,25E-09;3,27E-16;;;;;
206,34;99,44163561;0,55836332;3,65E-07;3,50E-07;7,83E-10;1,23E-09;1,55E-16;;;;;
206,61;99,76443648;0,235563098;2,06E-08;1,71E-08;8,02E-11;3,78E-10;4,14E-16;;;;;
206,88;99,66041444;0,339587309;1,97E-07;1,01E-07;2,76E-09;2,24E-09;4,03E-15;;;;;
207,15;99,36467417;0,635321875;3,70E-07;4,82E-08;2,33E-09;1,45E-09;2,40E-15;;;;;
207,42;99,37958717;0,620410778;1,23E-07;8,13E-09;9,01E-11;4,20E-11;1,77E-17;;;;;
207,69;99,99107718;0,008922299;2,65E-07;1,33E-08;2,74E-07;1,73E-10;3,12E-18;;;;;
207,96;99,99237061;0,007626804;4,66E-09;3,49E-10;1,64E-09;8,89E-14;7,14E-22;;;;;
208,23;99,99107718;0,008925065;1,57E-08;3,14E-10;6,47E-09;1,74E-13;6,60E-22;;;;;
208,5;99,87778068;0,1222227;2,36E-07;3,26E-09;8,40E-09;6,24E-12;2,00E-19;;;;;
208,77;99,97417331;0,025831655;2,49E-08;1,54E-09;1,13E-09;2,75E-12;5,09E-20;;;;;
209,04;99,99067783;0,009319853;1,40E-07;5,21E-09;2,99E-08;8,65E-12;1,12E-19;;;;;
209,31;99,978894;0,021111764;7,90E-08;4,24E-10;8,12E-10;1,56E-13;7,65E-22;;;;;
209,58;99,00559199;0,994112876;0,000226942;5,77E-05;4,10E-06;8,48E-08;9,31E-13;;;;;
209,85;97,04529029;2,635636897;0,0520009;0,015002897;0,247726744;0,004333214;1,56E-05;;;;;
210,12;97,29995115;2,425427693;0,000852167;0,151723528;0,116323687;0,004968865;0,000756888;;;;;
