timestamp;happy;neutral;surprise;sad;angry;fear;disgust;interaction_type;interaction_element;url;;
67,29;0,011079644;0,007190422;0,066073412;0,030859582;0,291856978;95,73712324;3,85582321;;;;;
67,56;2,524702251;68,61183643;0,003173327;10,87651551;2,835620008;15,11877775;0,029373617;;;;;
67,83;0,264186948;72,61889577;1,669420674;13,69466037;10,90748534;0,820404477;0,024946907;;;;;
68,1;89,35661252;6,500219941;0,0584734;1,006580484;2,560076829;0,518027072;1,31E-05;;;;;
68,37;91,96281433;7,883857191;0,001140042;0,081783038;0,04990187;0,020501182;2,30E-08;;;;;
68,64;0,412157644;18,44425052;0,073675893;20,07739991;10,39965749;50,44859648;0,144256442;;;;;
68,91;0,226125633;26,53209865;0,037184785;31,78876638;36,92964911;4,380018264;0,106162298;;;;;
69,18;0,043010255;15,60338252;0,255890439;19,39038999;59,784143;4,768362445;0,154815654;;;;;
69,45;1,575433649;36,77285016;0,202051899;19,75513846;35,32293439;6,33181259;0,039778676;;;;;
69,72;0,109831314;64,75495696;0,174865301;11,5005821;19,17626709;4,252874851;0,030620967;;;;;
69,99;0,000203955;14,55343068;6,61E-10;74,66202974;10,73036119;0,053980388;1,38E-08;;;;;
70,26;1,15E-06;20,46253532;5,35E-12;77,80094743;1,710218377;0,026295369;2,32E-11;;;;;
70,53;3,16E-07;89,37755227;7,49E-12;9,8391518;0,782170519;0,001130708;2,57E-11;;;;;
70,8;4,86E-07;66,90559782;2,82E-12;31,93482972;1,155104816;0,004463466;1,53E-11;;;;;
71,07;1,84E-06;51,34619474;1,17E-12;44,81513202;3,837542608;0,001128062;2,15E-12;;;;;
71,34;6,72E-06;92,15525295;5,32E-10;7,492122202;0,352198277;0,00042247;5,88E-12;;;;;
71,61;6,35E-05;93,99066532;4,62E-09;5,846862098;0,161715548;0,000693234;1,24E-11;;;;;
71,88;5,79E-05;93,70760322;4,20E-09;6,149135157;0,142598292;0,000609741;9,81E-12;;;;;
72,15;0,000109228;93,60404573;1,07E-08;6,229703127;0,165283201;0,000860456;2,70E-11;;;;;
72,42;0,000851579;94,41089034;1,29E-07;5,502872169;0,08252738;0,002856439;8,11E-11;;;;;
72,69;0,000309565;98,29817414;3,21E-08;1,693482697;0,007860966;0,000175133;1,11E-13;;;;;
72,96;0,003123587;95,80882788;3,01E-07;4,139385;0,047638759;0,001022407;3,97E-11;;;;;
73,23;2,96E-05;93,64730082;1,28E-08;6,020517634;0,330926102;0,001227586;3,08E-11;;;;;
73,5;1,95E-06;96,58085108;9,15E-10;3,312422335;0,106372859;0,000355441;5,94E-12;;;;;
73,77;1,59E-05;94,91423965;8,71E-09;4,798455164;0,285800872;0,001487645;2,01E-11;;;;;
74,04;1,03E-05;89,52830434;1,88E-09;10,02227738;0,446747383;0,002657757;2,08E-11;;;;;
74,31;1,03E-06;93,73146854;4,79E-11;5,78231548;0,485903193;0,000313411;1,82E-12;;;;;
74,58;4,26E-06;92,93978768;4,64E-10;6,641663262;0,417970658;0,000575078;5,54E-12;;;;;
74,85;0,000283764;83,40170979;6,05E-08;16,10545665;0,486169197;0,00638393;7,59E-10;;;;;
75,12;0,000420551;95,40312886;1,81E-07;4,499686509;0,095473661;0,001289683;4,66E-09;;;;;
75,39;18,80582087;26,76555078;0,483681011;0,007138263;0,000918795;53,93689;5,80E-12;;;;;
75,66;12,16778387;0,931527913;0,203166855;2,140025912;1,466466684;83,09089743;0,000122436;;;;;
75,93;5,364816263;88,11548352;0,010235426;0,033725967;7,78E-05;6,47566244;5,94E-14;;;;;
76,2;3,89485918;1,498585194;40,42702317;1,007561292;12,21741214;40,46228528;0,492274249;;;;;
76,47;1,549506094;0,663440069;0,072837219;2,018535882;65,60710669;6,902429461;23,18614572;;;;;
76,74;0,304655661;0,138931233;0,159838586;1,177945454;18,75636727;79,20538187;0,256879465;;;;;
77,01;0,054853939;0,136333408;0,289276836;0,460098722;92,06948375;6,62990804;0,360039346;;;;;
77,28;0,023197033;0,080061174;0,139601878;0,231510983;96,07419968;1,593588293;1,857841574;;;;;
77,55;0,008973757;0,384653663;0,401565897;0,883685692;97,11110626;1,142934201;0,067070497;;;;;
77,82;0,007883819;41,36717618;0,000974378;18,16075593;0,015084253;40,4481262;7,02E-08;;;;;
78,09;9,012908489;7,103978842;0,103167875;12,20302954;1,104163006;70,47274113;6,93E-06;;;;;
78,36;8,915664787;5,792208734;0,104508904;9,5301753;0,654791381;75,00264496;4,80E-06;;;;;
78,63;7,659250498;0,967845414;0,073380204;3,068480454;0,774139026;87,45689988;1,13E-06;;;;;
78,9;1,006250522;6,450576311;0,028675238;9,36211981;0,22796101;82,92440976;1,62E-06;;;;;
79,17;0,450364221;40,30640721;0,059110014;16,72602445;0,234689796;42,22340286;1,06E-06;;;;;
79,44;1,350418758;66,02346897;0,066644046;14,96265084;0,523375813;17,07344055;6,17E-07;;;;;
79,71;12,32342198;10,65923944;0,123439566;12,68250644;1,786874421;62,42451668;3,64E-06;;;;;
79,98;2,69142424;20,4994497;0,034982125;20,21383317;0,395283918;56,16502501;1,34E-06;;;;;
80,25;1,538076531;6,067396328;3,54E-06;91,14006162;0,063944276;1,190513559;4,52E-06;;;;;
80,52;0,042277944;30,11977375;0,034320625;26,93059444;41,43231213;1,36822043;0,072502863;;;;;
80,79;0,055383699;25,02807081;0,018468022;23,02090824;47,70354927;3,538683057;0,634930935;;;;;
81,06;0,084133819;30,37619293;0,041388717;39,29639757;6,086199358;23,92093688;0,194749562;;;;;
81,33;0,005498836;26,46647849;0,000243464;9,445366826;63,31379791;0,768614699;1,40E-06;;;;;
81,6;0,285627646;55,09046912;0,015235326;23,84276241;17,11335778;3,652038798;0,000507175;;;;;
81,87;0,29661404;76,54758096;0,022312088;16,41263068;5,378479138;1,341974735;0,000406036;;;;;
82,14;0,000783077;96,44261003;0,000498711;2,876206301;0,002645667;0,677258335;6,56E-14;;;;;
82,41;9,73E-05;95,62858343;0,000182177;4,074459895;0,01162774;0,285055512;7,25E-12;;;;;
82,68;0,000607024;89,79263306;0,000374856;8,138721436;0,009121605;2,058546245;2,82E-12;;;;;
82,95;0,000658542;85,58752709;0,000630711;11,0646257;0,0198049;3,326752013;2,18E-11;;;;;
83,22;0,002204983;11,78769991;0,011642474;77,54843235;0,548046594;10,10197476;4,34E-07;;;;;
83,49;63,55740428;34,25945342;0,268727448;1,871833391;0,005758395;0,036823246;2,85E-08;;;;;
83,76;66,23009242;28,73798184;0,549203656;4,280000435;0,046710655;0,156005551;6,05E-06;;;;;
84,03;92,19657872;6,158234562;0,295331224;1,174632786;0,020835908;0,154348305;3,40E-05;;;;;
84,3;86,36423945;10,28978676;2,080720477;0,697981287;0,052621058;0,514611276;3,51E-05;;;;;
84,57;84,13911055;12,43982241;2,838754688;0,403428635;0,040022005;0,138851704;4,08E-06;;;;;
84,84;77,61823535;19,91734505;2,091351338;0,281963195;0,064320932;0,026785606;2,43E-07;;;;;
85,11;97,1648097;2,738941275;0,006443649;0,032640484;0,056727801;0,000438919;3,07E-12;;;;;
85,38;96,35544398;3,482599764;0,010903038;0,059843375;0,090330856;0,000882335;1,88E-11;;;;;
85,65;96,47060612;3,42725424;0,00896871;0,031507809;0,060985835;0,000673572;8,70E-12;;;;;
85,92;94,77939606;5,065421015;0,010614018;0,047973829;0,095257437;0,001336509;1,72E-11;;;;;
86,19;98,17340374;1,751123555;0,011861095;0,022158852;0,04080681;0,000649752;4,90E-12;;;;;
86,46;97,37042769;2,568770726;0,013221126;0,014518419;0,032715455;0,000349031;3,59E-12;;;;;
86,73;98,84877198;1,117554187;0,019399772;0,008477162;0,005568707;0,000233423;3,00E-12;;;;;
87;98,11526537;1,838843338;0,010569928;0,015452855;0,01944315;0,000431137;5,32E-12;;;;;
87,27;98,63836765;1,280293707;0,007316101;0,009932177;0,06372651;0,000370738;1,65E-12;;;;;
87,54;99,01798964;0,896045845;0,006250026;0,00888918;0,070482015;0,000344375;1,18E-12;;;;;
87,81;98,53929877;1,382660214;0,005786818;0,013677067;0,058297976;0,000280733;1,60E-12;;;;;
88,08;95,22619843;4,000946879;0,009274506;0,123011798;0,639206264;0,001366433;4,25E-12;;;;;
88,35;97,8026806;1,821847927;0,006946938;0,056417022;0,311331423;0,000777766;2,44E-12;;;;;
88,62;2,69E-06;90,3950274;0,000278066;9,569577128;0,016503994;0,018613807;4,55E-14;;;;;
88,89;2,65E-05;4,950020835;2,05E-07;94,79466081;0,041016503;0,214276975;3,61E-09;;;;;
89,16;0,021443448;89,49946886;0,00015937;10,27401861;0,041951773;0,162953328;1,22E-07;;;;;
89,43;0,003410149;5,939712357;1,47E-05;93,40403041;0,265158938;0,387651729;2,82E-05;;;;;
89,7;98,7530233;1,214364306;0,019136105;0,006301481;0,006797475;0,000377189;1,95E-12;;;;;
89,97;60,69771051;33,92253518;0,016487864;0,089039607;5,265339836;0,008894518;1,44E-10;;;;;
90,24;99,96525049;0,034729607;7,10E-10;2,08E-05;2,64E-07;6,88E-07;7,72E-09;;;;;
90,51;99,35055371;0,649445077;7,88E-09;1,05E-10;6,20E-14;4,20E-15;2,97E-23;;;;;
90,78;99,29256448;0,707429749;9,60E-09;4,48E-08;1,44E-10;6,10E-10;2,73E-16;;;;;
91,05;98,22467555;1,493003401;0,012267175;0,248487797;0,017639985;0,003911782;1,74E-05;;;;;
91,32;98,76857393;0,8086395;0,001906689;0,097552588;0,323223156;0,000100426;7,71E-07;;;;;
91,59;99,01775729;0,523503249;0,000751092;0,062719876;0,395242916;1,93E-05;2,19E-07;;;;;
91,86;90,77176452;2,088878676;0,427963072;2,55831778;4,128753021;0,02207194;0,002245461;;;;;
92,13;97,43480071;2,221779099;0,00325039;0,301528344;0,037559642;0,00091054;0,000171504;;;;;
92,4;97,76049256;2,183374017;0,000287057;0,053167553;0,000455156;0,002100646;0,000124464;;;;;
92,67;99,53948257;0,460519157;2,71E-06;4,35E-07;1,80E-10;3,08E-10;7,70E-16;;;;;
92,94;99,90959167;0,090414094;3,37E-08;9,01E-11;1,03E-13;1,92E-14;4,86E-22;;;;;
93,21;99,97097254;0,029030226;2,41E-09;2,01E-12;1,63E-14;6,77E-16;7,24E-25;;;;;
93,48;99,98361468;0,016383515;2,03E-08;3,22E-12;9,16E-15;6,71E-16;3,06E-25;;;;;
93,75;99,92098212;0,079018482;2,62E-08;2,30E-10;1,80E-12;6,76E-14;4,59E-22;;;;;
94,02;99,93125201;0,068742058;4,59E-09;9,77E-12;1,14E-13;2,54E-15;3,68E-23;;;;;
94,29;99,99042153;0,009581126;2,01E-09;6,37E-12;3,98E-14;5,99E-16;2,49E-24;;;;;
94,56;99,94181395;0,058183202;4,41E-09;2,09E-08;4,18E-10;8,90E-11;1,58E-16;;;;;
94,83;99,94650483;0,053497584;7,57E-10;5,13E-10;7,44E-12;4,24E-13;8,52E-20;;;;;
95,1;99,96116757;0,038829719;6,06E-10;2,19E-08;3,34E-10;1,01E-11;7,33E-17;;;;;
95,37;99,83080028;0,169200693;4,90E-10;2,67E-09;7,04E-12;6,97E-14;2,84E-19;;;;;
95,64;99,9891758;0,010827812;9,61E-11;1,75E-09;6,59E-11;1,93E-12;4,44E-19;;;;;
95,91;99,97811317;0,021889685;4,02E-11;2,07E-09;1,24E-11;8,37E-14;2,66E-19;;;;;
96,18;99,97450709;0,025497214;3,45E-09;2,90E-10;3,34E-11;3,94E-14;8,58E-21;;;;;
96,45;99,99987483;0,000113846;1,73E-11;1,47E-05;2,49E-06;3,66E-09;6,50E-17;;;;;
96,72;0,5754143;77,54874229;2,70E-07;16,21222049;5,653620139;0,01000667;2,65E-11;;;;;
96,99;2,986824512;92,84756184;0,081513729;3,416827321;0,583945122;0,083329907;2,61E-10;;;;;
97,26;7,692696899;83,29203129;0,0052629;0,62403162;8,379907906;0,006070578;7,70E-11;;;;;
97,53;3,924010321;93,11286807;0,002871443;0,330315321;2,62762215;0,00231499;3,23E-11;;;;;
97,8;0,381234825;98,30910584;0,00100964;0,273579373;1,032320659;0,00274515;4,83E-12;;;;;
98,07;0,105421746;99,52554107;0,000902431;0,162565743;0,20370069;0,001868674;1,27E-12;;;;;
98,34;0,273514905;99,02294868;0,001687064;0,217769355;0,481079408;0,003000476;2,68E-12;;;;;
98,61;0,455926359;98,94449115;0,002463237;0,238160184;0,355503429;0,003459862;3,34E-12;;;;;
98,88;0,21153104;99,43055511;0,001257967;0,140878814;0,214125658;0,001651087;1,71E-12;;;;;
99,15;0,017914571;98,65694658;2,20E-05;0,980341783;0,343335589;0,00143477;5,56E-12;;;;;
99,42;0,209989632;54,89336848;6,20E-05;16,12564176;28,69384587;0,076555903;0,000537421;;;;;
99,69;6,044567737;93,18550188;0,00102467;0,593140477;0,1226459;0,053089243;3,18E-05;;;;;
99,96;75,96870351;22,17034731;0,01082751;1,793340194;0,048798157;0,007957671;1,47E-05;;;;;
100,23;33,31772089;61,43336892;0,001097857;3,516285121;1,722131111;0,009231286;0,000166296;;;;;
100,5;20,40852457;53,31470966;0,513117528;7,016348094;16,93140417;1,735218987;0,080679235;;;;;
100,77;67,71646142;32,00268447;0,010577508;0,253420812;0,006289797;0,010476733;9,04E-05;;;;;
101,04;67,45385334;31,74585889;0,025024336;0,74866032;0,014709759;0,011773767;0,000123879;;;;;
101,31;95,00250787;4,408241699;0,141915827;0,406270266;0,039685185;0,001347928;3,06E-05;;;;;
101,58;97,88323666;1,668360072;0,152086798;0,2900086;0,00533205;0,000969114;2,38E-06;;;;;
101,85;99,61689115;0,231823022;0,04278844;0,107010442;0,001248963;0,000239967;6,66E-08;;;;;
102,12;99,90862608;0,06834651;0,010179415;0,012653768;0,000150517;4,41E-05;1,92E-09;;;;;
102,39;99,93355871;0,03094889;0,01559695;0,019691326;4,36E-05;0,00015134;6,16E-10;;;;;
102,66;99,73074201;0,241411006;0,011938665;0,015687063;0,000162668;5,45E-05;4,56E-09;;;;;
102,93;99,21748633;0,744438449;0,00986924;0,027830714;0,000102809;0,000274946;1,71E-08;;;;;
103,2;99,44542057;0,552905425;0,000245657;0,001421959;2,47E-06;1,87E-06;1,62E-10;;;;;
103,47;99,67783093;0,322127016;4,56E-08;4,44E-05;4,26E-09;2,36E-07;1,62E-11;;;;;
103,74;99,56821203;0,428338023;1,82E-07;0,00339012;6,42E-07;6,13E-05;1,39E-08;;;;;
104,01;98,46173525;1,53824091;8,65E-08;2,55E-05;2,67E-08;1,78E-06;3,40E-11;;;;;
104,28;99,72556828;0,274433398;1,55E-06;1,15E-07;6,33E-12;2,18E-10;4,86E-18;;;;;
104,55;99,14814244;0,851591761;0,000128312;0,000130797;1,85E-07;2,53E-06;1,16E-12;;;;;
104,82;99,84577896;0,153820396;0,000217593;0,000176047;5,93E-07;1,88E-06;8,97E-13;;;;;
105,09;90,884763;2,28260681;0,731962733;1,440281235;4,64787744;0,011246759;0,001264456;;;;;
105,36;53,88526917;20,66389322;0,033018013;0,59384522;24,79793578;0,026030722;7,15E-06;;;;;
105,63;77,8922187;20,2344683;0,00202742;0,098658045;1,768870943;0,003760322;6,58E-07;;;;;
105,9;82,01928139;8,579912037;0,009643599;0,547631178;8,824431896;0,019014391;8,61E-05;;;;;
106,17;86,52311563;11,31743193;0,083016208;0,24070302;1,665243693;0,17045252;4,62E-05;;;;;
106,44;1,148931285;7,26316242;0,024641816;0,298228272;91,19543381;0,069604178;8,36E-07;;;;;
106,71;93,56276951;0,641039425;0,288589782;2,890335196;2,53174674;0,078085687;0,007434248;;;;;
106,98;53,71648073;43,87566447;0,65375003;0,073838886;1,450356748;0,229913602;1,84E-07;;;;;
107,25;0,206298543;0,457035183;1,31E-07;95,42160685;0,022937938;3,892117275;3,66E-08;;;;;
107,52;0,254374059;0,636347701;1,57E-07;93,52934322;0,176058417;5,403876627;2,65E-08;;;;;
107,79;0,098626525;1,49753578;1,24E-06;72,18716741;0,347406627;25,86927116;7,18E-08;;;;;
108,06;29,87520993;39,23715055;0,016940582;4,062834382;26,15089118;0,654392596;0,002583094;;;;;
108,33;13,8714835;16,80409908;0,207117177;2,220195346;64,14864063;2,747921273;0,000540319;;;;;
108,6;36,58863306;50,70459843;0,444449671;1,921787485;9,161163121;1,175271068;0,004094991;;;;;
108,87;79,24799323;8,358974755;0,070955779;0,418054638;10,40437222;1,499274373;0,000376512;;;;;
109,14;8,973466395;13,26686372;0,059648467;2,750650771;74,35924258;0,589952467;0,000173803;;;;;
109,41;1,233548465;3,852129585;0,014185142;1,400385974;91,37975522;2,119728863;0,000269331;;;;;
109,68;47,9395479;18,78711581;0,028045854;2,047122642;28,13746631;3,056270815;0,004431641;;;;;
109,95;72,39618301;3,776624799;0,021900564;0,016857323;0,148321234;23,63992184;0,000190051;;;;;
110,22;23,43014022;50,2746612;0,017489423;0,859405152;15,14842004;10,26013927;0,00974885;;;;;
110,49;26,15067363;68,08748841;0,020884341;1,711786911;1,727220602;2,282959409;0,018985059;;;;;
110,76;0,000257623;91,56736135;6,42E-06;3,023933992;0,007738472;5,400706083;4,21E-09;;;;;
111,03;0,012550101;0,318589201;2,28E-08;95,67283988;0,269506569;3,726517782;6,91E-10;;;;;
111,3;0,020545836;76,07690692;0,00017499;23,38977009;0,266790297;0,245816843;2,88E-07;;;;;
111,57;0,000791815;99,30234547;3,44E-08;0,689784385;0,00685665;0,000223773;3,22E-11;;;;;
111,84;0,568737462;0,73448047;2,74E-05;61,31315231;9,31796059;28,06563675;1,60E-06;;;;;
112,11;0,036193759;0,58427914;6,63E-06;72,84847498;0,087270688;26,44377649;3,21E-07;;;;;
112,38;0,026660968;0,330978942;3,42E-06;78,9412762;0,052294356;20,64877651;3,13E-07;;;;;
112,65;0,015331854;0,321448711;2,97E-06;74,73967075;0,084540842;24,83900487;3,50E-07;;;;;
112,92;0,018131671;0,231801248;5,02E-07;73,54825454;0,36056694;25,84124197;1,81E-07;;;;;
113,19;0,371258708;0,118655022;1,20E-06;85,42856748;1,558491774;12,5230208;1,99E-07;;;;;
113,46;0,024017792;0,099078461;2,09E-08;96,29091024;0,107581075;3,478414193;5,43E-09;;;;;
113,73;4,372170456;0,707853814;0,001374569;20,05615056;10,84337299;64,01907587;5,19E-06;;;;;
114;0,090280228;0,364156676;5,12E-07;85,39002116;0,085981192;14,06955551;1,64E-07;;;;;
114,27;0,100180914;2,24427022;3,70E-05;74,04952049;0,570909213;23,0350852;8,33E-07;;;;;
114,54;0,012510559;2,830149827;3,49E-06;70,96484054;0,229566191;25,96292186;5,15E-08;;;;;
114,81;0,000103418;0,724731339;2,17E-08;62,68212199;0,290491129;36,30254567;3,01E-09;;;;;
115,08;9,27E-05;0,187261264;2,78E-06;5,381242662;0,32881208;94,10258006;8,20E-09;;;;;
115,35;0,04920701;2,642241307;0,00948903;13,0408898;21,49001807;62,76814938;2,17E-06;;;;;
115,62;0,000140972;0,353376567;2,37E-06;9,030973911;0,500737876;90,11476636;5,06E-09;;;;;
115,89;0,000156781;0,089841674;2,67E-06;6,667277217;1,93335712;91,30936861;1,46E-08;;;;;
116,16;0,002433099;0,144569922;0,000258638;4,936268102;14,64390693;80,2725661;6,88E-07;;;;;
116,43;0,000146271;0,0177721;8,01E-07;10,91186255;1,773090102;87,29712963;4,25E-08;;;;;
116,7;0,001000458;0,047788338;3,68E-09;92,77769284;0,983397628;6,190120053;5,29E-09;;;;;
116,97;0,003060208;0,119963614;8,88E-09;97,56723046;0,342253037;1,967493258;1,05E-09;;;;;
117,24;0,000844419;0,014267168;3,47E-10;97,75468111;0,239843433;1,990360767;4,03E-09;;;;;
117,51;98,62893836;1,227578561;0,141385972;0,000390946;0,001112727;0,000584606;2,98E-09;;;;;
117,78;3,403380174;1,134069492;0,000154282;43,67749616;39,44274657;12,34215869;2,72E-07;;;;;
118,05;24,35996242;57,08349859;0,853642533;6,625591919;4,80476635;6,272492555;4,27E-05;;;;;
118,32;0,000708627;0,614518439;6,64E-09;55,40950298;42,18525887;1,790009439;3,86E-11;;;;;
118,59;1,360962354;0,172190473;0,00286362;2,845211513;62,89360523;32,72516131;1,12E-05;;;;;
118,86;1,179094147;0,234627654;0,000276404;5,179198086;81,14189506;12,26491481;3,62E-07;;;;;
119,13;0,086188461;0,114376023;5,93E-06;4,596756673;91,61639164;3,586279442;3,43E-08;;;;;
119,4;0,143679889;0,590838376;5,96E-06;25,47556466;60,54938561;13,2405267;3,85E-08;;;;;
119,67;1,196811255;22,53911644;0,004118873;29,75791991;31,806615;14,69542086;5,14E-07;;;;;
119,94;1,161657553;65,9671545;0,030697795;16,98220074;8,455439657;7,402849942;1,47E-06;;;;;
120,21;2,338671871;1,837773062;0,000767316;26,52623653;35,67388058;33,62266719;3,42E-06;;;;;
120,48;1,054247532;0,917716938;0,000466387;27,32694014;13,95186716;56,74876909;2,33E-06;;;;;
120,75;3,37E-05;2,277809482;2,70E-05;92,59924381;2,723170865;2,399696682;1,16E-05;;;;;
121,02;0,02684753;1,969219137;0,315443622;3,489791931;19,59395175;74,599281;0,005459184;;;;;
121,29;0,000277817;22,1868813;0,000148934;68,30319762;5,346943438;4,16248776;6,67E-05;;;;;
121,56;0,122653868;0,765535468;0,000292511;29,7388792;8,3327353;61,03989482;6,99E-06;;;;;
121,83;0,187890906;0,193357433;0,000151365;22,71605418;4,769011871;72,13353349;4,48E-06;;;;;
122,1;0,198040739;0,754952061;0,001189258;20,4824453;4,507299348;74,05604433;1,93E-05;;;;;
122,37;0,213324035;0,099289132;0,000133253;16,71269189;2,948854108;80,02570748;2,81E-06;;;;;
122,64;0,068982374;0,424391679;1,11E-05;53,50293475;2,005612984;43,99806035;7,30E-07;;;;;
122,91;0,000205516;29,23819423;1,19E-05;58,29670429;11,98959351;0,475133164;0,00015853;;;;;
123,18;0,945506711;30,86549342;0,018815449;61,92712188;1,705203578;4,534970969;0,002884584;;;;;
123,45;0,888342597;60,70242524;0,005285357;17,62991995;0,895371474;19,8538214;0,024835294;;;;;
123,72;1,610919833;43,83113086;0,006522839;20,22173703;0,697176624;33,62087309;0,011636715;;;;;
123,99;1,717463611;84,89685565;0,000587805;4,665373544;0,139532153;8,579431241;0,000757735;;;;;
124,26;3,159823457;85,08012206;0,000463295;1,610055662;0,131184266;10,01779646;0,000552726;;;;;
124,53;0,432727486;93,855685;0,000587451;3,703729436;0,431508059;1,575423032;0,000342938;;;;;
124,8;0,000336717;5,477758451;0,005922268;16,46206477;62,87560838;15,17761142;0,000705426;;;;;
125,07;0,002507381;3,666355679;0,04998876;28,80229526;50,44619146;17,01761586;0,015047127;;;;;
125,34;0,001274623;14,65616946;0,023974539;33,17450188;40,74978343;11,38114123;0,013149511;;;;;
125,61;0,017839811;9,315530211;0,169679464;14,7995308;18,16136241;57,50982761;0,026232292;;;;;
125,88;0,318861427;42,5630033;0,000109802;55,12327552;0,82038166;1,174374484;2,77E-09;;;;;
126,15;0,003858232;13,93728935;0,025583182;32,88628059;43,22491248;9,90979209;0,012288303;;;;;
126,42;0,004779802;94,33534145;1,07E-06;0,988118723;4,659517109;0,012243098;5,92E-08;;;;;
126,69;0,184586609;98,91325831;0,000352976;0,091093051;0,776103977;0,034609513;8,20E-09;;;;;
126,96;0,160337589;88,77881169;1,84E-05;1,655587927;9,395102412;0,010143151;2,05E-07;;;;;
127,23;2,28271796;5,652257764;0,009181095;34,80231969;56,56087736;0,692549017;0,000106028;;;;;
127,5;0,291645969;13,33687305;0,001952154;60,9560132;1,490843948;23,9226684;6,57E-07;;;;;
127,77;1,254271716;9,753558785;0,125738862;5,930605903;0,300394138;82,63542652;4,65E-07;;;;;
128,04;0,177236901;1,938071404;0,04048511;2,522861922;0,291069731;95,0301227;0,000155697;;;;;
128,31;0,19393306;76,62232201;0,000960252;6,537682529;1,095463671;15,54963403;1,09E-06;;;;;
128,58;1,013896894;84,52723622;0,001540383;6,604800373;2,458882332;5,393640697;2,45E-06;;;;;
128,85;1,896445267;94,42768693;0,002175244;1,473463979;0,244446751;1,955782063;1,95E-06;;;;;
129,12;13,00264895;86,29102707;0,038388118;0,260664173;0,236449693;0,170817773;9,11E-08;;;;;
129,39;43,47296733;29,79501429;0,076529491;7,567511342;3,644828064;15,44172729;0,001415049;;;;;
129,66;4,520872877;94,08723081;0,000754667;0,839974129;0,540683078;0,010484663;2,02E-06;;;;;
129,93;3,609298542;91,02515578;0,001671228;2,439868823;2,816568874;0,10740445;3,27E-05;;;;;
130,2;5,355311504;78,26123108;0,00083413;1,386530221;14,99546707;0,000626761;1,01E-07;;;;;
130,47;4,505924031;89,11587531;0,001432713;1,154947722;5,210743038;0,011074298;4,65E-06;;;;;
130,74;34,89327729;61,39008999;0,002511925;0,43879291;3,274811804;0,000517016;2,63E-07;;;;;
131,01;35,85547973;62,28523108;0,009485966;0,769112959;0,987502629;0,093178743;7,07E-06;;;;;
131,28;6,432174891;85,52889228;0,006814939;2,198666707;5,729657784;0,103730708;6,11E-05;;;;;
131,55;17,11590886;72,41457105;0,014074109;1,583851874;8,867778629;0,003809333;7,86E-06;;;;;
131,82;2,095952071;81,58984184;0,005685869;0,13866548;16,16490334;0,004952979;1,26E-08;;;;;
132,09;37,52621934;55,91498351;0,00445014;0,471876264;6,081909304;0,000563695;1,42E-07;;;;;
132,36;4,644919932;69,20800209;0,002862212;1,697531901;24,44175929;0,004930324;7,16E-07;;;;;
132,63;31,26507699;61,83421016;0,016842777;2,460252866;4,389114678;0,034256873;0,000244108;;;;;
132,9;53,66116762;44,75999475;0,003271091;0,322818803;1,25060482;0,002144144;4,09E-07;;;;;
133,17;31,16002156;49,42122691;0,032898564;4,518724772;14,84418688;0,022144853;0,000799947;;;;;
133,44;44,90132332;49,98064935;0,02239774;1,425471622;3,656408563;0,013714857;3,94E-05;;;;;
133,71;70,46349049;15,58840126;0,912969466;2,123574167;10,65643877;0,253251335;0,001872971;;;;;
133,98;19,3449676;76,91941261;0,169387867;1,225259714;2,110206336;0,230760872;1,19E-05;;;;;
134,25;29,42831394;33,56166086;0,959782825;5,267548503;30,06366074;0,717959829;0,001075623;;;;;
134,52;59,02077311;15,10481328;1,82123698;8,704204631;13,29357107;2,04023433;0,015169913;;;;;
134,79;24,5874613;74,09371425;0,023827971;0,252515108;1,040511982;0,001974281;3,66E-07;;;;;
135,06;47,17707336;24,09772873;0,279438542;0,908749364;27,51845419;0,018504854;5,55E-05;;;;;
135,33;80,91888059;4,858147891;0,052272435;0,674758492;13,48665643;0,009266836;1,14E-05;;;;;
135,6;31,42860532;30,55996001;0,586171076;0,835401285;36,55146956;0,038353272;4,31E-05;;;;;
135,87;34,4713617;26,0148375;9,076600185;0,507740243;28,94430412;0,985100469;4,94E-05;;;;;
136,14;93,8745197;0,637979983;0,022293824;0,462560989;0,016253539;4,96474236;0,021651067;;;;;
136,41;5,34E-06;16,17286758;1,10E-12;79,84197976;3,963582863;0,021561486;1,37E-14;;;;;
136,68;0,189375109;93,34037264;1,76E-06;6,119418882;0,345913318;0,004920512;6,58E-13;;;;;
136,95;2,829867211;96,73121552;0,04294581;0,392035931;0,002908297;0,001027284;1,17E-11;;;;;
137,22;1,029736456;98,76240492;0,011396344;0,193374034;0,002596637;0,000490811;1,87E-11;;;;;
137,49;0,593754545;99,19091458;0,01305354;0,192652771;0,00860593;0,001018702;2,71E-12;;;;;
137,76;2,163311839;19,92450655;0,002261018;4,2883683;73,41490984;0,206634565;5,99E-10;;;;;
138,03;1,029156923;0,130511615;0,000156803;3,293293362;95,2969009;0,249979489;1,17E-08;;;;;
138,3;94,72519159;4,989400133;0,002570129;0,209075608;0,057679502;0,015202069;0,000885193;;;;;
138,57;30,93648922;60,63699253;0,053723623;7,565523841;0,395254465;0,350885927;0,061133232;;;;;
138,84;38,90446424;57,4108541;0,035594503;3,397529945;0,12123565;0,118931103;0,011389713;;;;;
